t,total_mass
0.0025,0.7154144644737244
1.2524999999999844,1.0807249546051025
2.5024999999999578,3.509658098220825
3.752499999999931,16.039098739624023
5.002500000000082,87.41868591308594
6.2525000000002775,381.84161376953125
7.502500000000473,994.1826171875
8.752500000000401,1936.8392333984375
10.002500000000152,3205.397216796875
11.252499999999904,4799.70654296875
12.502499999999655,6856.0625
13.752499999999406,9515.1298828125
15.002499999999158,13066.6171875
16.25249999999909,17046.80078125
17.502499999999728,20235.24609375
18.752500000000367,22523.40234375
20.002500000001007,24688.173828125
21.252500000001646,26678.80078125
22.502500000002286,28502.2890625
23.752500000002925,30262.734375
25.002500000003565,31762.17578125
26.252500000004204,33118.078125
27.502500000004844,34452.5859375
28.752500000005483,35661.12109375
30.002500000006123,36765.61328125
31.252500000006762,37803.7265625
32.502500000006684,38801.046875
33.75250000000555,39765.953125
35.00250000000441,40689.171875
36.25250000000327,41563.55859375
37.50250000000214,42393.46875
38.752500000001,43185.61328125
40.00249999999986,43945.69140625
41.252499999998726,44680.296875
42.50249999999759,45393.046875
43.75249999999645,46084.1640625
45.002499999995315,46753.703125
46.25249999999418,47402.32421875
47.50249999999304,48030.1953125
48.752499999991905,48636.0234375
50.00249999999077,49219.21875
51.25249999998963,49780.390625
52.502499999988494,50320.71875
53.75249999998736,50842.05859375
55.00249999998622,51345.58984375
56.25249999998508,51831.22265625
57.50249999998395,52298.79296875
58.75249999998281,52749.01953125
60.00249999998167,53182.625
61.252499999980536,53600.8046875
62.5024999999794,54004.56640625
63.75249999997826,54394.4140625
65.00249999997713,54770.8984375
66.252499999976,55134.71484375
67.50249999997486,55486.375
68.75249999997372,55825.9765625
70.00249999997258,56153.9921875
71.25249999997145,56470.84375
72.50249999997031,56776.65625
73.75249999996917,57071.73828125
75.00249999996804,57356.51171875
76.2524999999669,57631.640625
77.50249999996576,57898.07421875
78.75249999996463,58156.6484375
80.00249999996349,58407.765625
81.25249999996235,58651.2265625
82.50249999996122,58887.5546875
83.75249999996008,59117.109375
85.00249999995894,59340.1171875
86.2524999999578,59556.5390625
87.50249999995667,59766.34765625
88.75249999995553,59969.7890625
90.0024999999544,60167.1875
91.25249999995326,60358.8828125
92.50249999995212,60545.1640625
93.75249999995098,60726.26171875
95.00249999994985,60902.2421875
96.25249999994871,61073.15234375
97.50249999994757,61239.24609375
98.75249999994644,61400.953125
100.0024999999453,61558.6796875
101.25249999994416,61712.671875
102.50249999994303,61863.015625
103.75249999994189,62009.5703125
105.00249999994075,62152.46875
106.25249999993962,62291.86328125
107.50249999993848,62427.734375
108.75249999993734,62560.3125
110.0024999999362,62689.8125
111.25249999993507,62816.51953125
112.50249999993393,62940.7421875
113.7524999999328,63062.69921875
115.00249999993166,63182.6171875
116.25249999993052,63300.4921875
117.50249999992938,63416.203125
118.75249999992825,63529.734375
120.00249999992711,63641.21875
121.25249999992597,63750.78125
122.50249999992484,63858.37109375
123.7524999999237,63964.0078125
