t,f_circ
0.003,0.0
1.2029999999999934,3.088147109168461e-05
2.40299999999998,0.0004982585074361134
3.6030000000000255,0.0010291790270326308
4.803000000000071,0.0004741737209994475
6.0030000000001165,0.0003111267725547205
7.203000000000162,0.0006538769379176113
8.403000000000207,0.001308884448303506
9.603000000000252,0.0014586066414192791
10.803000000000297,0.0006199873595320372
12.003000000000343,0.0010122809606230136
13.203000000000388,0.0023295078611606317
14.403000000000434,0.002391738524536773
15.60300000000048,0.0024617063071878777
16.803000000000523,0.0036482798493911906
18.00300000000057,0.005331929496104769
19.203000000000614,0.007073699633838853
20.40300000000066,0.008539803978990066
21.603000000000705,0.009228682903427196
22.80300000000075,0.010533723042315554
24.003000000000796,0.011990230780763143
25.20300000000084,0.013556813033498016
26.403000000000887,0.015308422704822673
27.603000000000932,0.017201597198961506
28.803000000000978,0.019287390706338694
30.003000000001023,0.021599305434902537
31.20300000000107,0.02417434357931593
32.403000000001114,0.02706002045532751
33.60300000000116,0.030315003038974116
34.803000000001205,0.034013096079787315
36.00300000000125,0.03824981738389815
37.203000000001296,0.043153944560510374
38.40300000000134,0.04889860589216507
39.60300000000139,0.05573415666188609
40.80300000000143,0.06402413230997624
42.00300000000148,0.07432562093536006
43.20300000000152,0.08754162801163086
44.40300000000157,0.10523072729565089
45.603000000001614,0.1303358688538048
46.80300000000166,0.16915350128432186
48.003000000001705,0.23800284011871184
49.20300000000175,0.3962527277142546
50.403000000001796,0.8771825431418723
51.60300000000184,0.3562857411598405
52.80300000000189,0.22253587055677215
54.00300000000193,0.16082938974395958
55.20300000000198,0.1250603021393659
56.403000000002024,0.10156497761406427
57.60300000000207,0.08485549320237784
58.803000000002115,0.07230232043682494
60.00300000000216,0.06248621712157638
61.203000000002206,0.05457083386610774
62.40300000000225,0.04803085770329482
63.6030000000023,0.042520764057902206
64.80300000000234,0.03780498474131923
66.00300000000239,0.03371552418734571
67.20300000000243,0.030138278877558933
68.40300000000248,0.02699277004546239
69.60300000000252,0.02422388989622641
70.80300000000257,0.021791432651165454
72.00300000000261,0.01967203127440622
73.20300000000266,0.017845137740033226
74.4030000000027,0.016292041900677012
75.60300000000275,0.01499822165242217
76.8030000000028,0.013940704853942566
78.00300000000284,0.013091956919247406
79.20300000000289,0.01241781933110955
80.40300000000293,0.011887419501930424
81.60300000000298,0.01144253200756806
82.80300000000302,0.01103671234722164
84.00300000000307,0.010633145453987572
85.20300000000312,0.01022674433604356
86.40300000000316,0.009874296382101815
87.6030000000032,0.00969432994373485
88.80300000000325,0.009893309538398695
90.0030000000033,0.010726074521932026
91.20300000000334,0.01248578739110036
92.40300000000339,0.015414431205975503
93.60300000000343,0.01966247058819462
94.80300000000348,0.02521918403634474
96.00300000000352,0.03188422760261027
97.20300000000357,0.03926964936351964
98.40300000000362,0.0469061873625103
99.60300000000366,0.054263482365743514
100.8030000000037,0.06088728093118253
102.00300000000375,0.06643750994166513
103.2030000000038,0.07073102562995497
104.40300000000384,0.07372061602203084
105.60300000000389,0.0754848609477829
106.80300000000393,0.07618928620911254
108.00300000000398,0.07604354386321115
109.20300000000402,0.07529404964341749
110.40300000000407,0.07419940615422804
111.60300000000412,0.07302740839512581
112.80300000000416,0.0720522836420682
114.0030000000042,0.0715427945771816
115.20300000000425,0.07173555210969214
116.4030000000043,0.07281500129090279
117.60300000000434,0.0748810215825819
118.80300000000439,0.07792252335789249
