t,h_plus
0.003,0.24150855839252472
1.2029999999999934,0.5631166100502014
2.40299999999998,6.000846862792969
3.6030000000000255,83.45976257324219
4.803000000000071,164.10394287109375
6.0030000000001165,141.77110290527344
7.203000000000162,105.96087646484375
8.403000000000207,108.3514404296875
9.603000000000252,156.19400024414062
10.803000000000297,212.20550537109375
12.003000000000343,252.24644470214844
13.203000000000388,267.2886962890625
14.403000000000434,247.95750427246094
15.60300000000048,207.4803009033203
16.803000000000523,169.1020965576172
18.00300000000057,145.9815673828125
19.203000000000614,138.0270538330078
20.40300000000066,145.3430938720703
21.603000000000705,169.0694580078125
22.80300000000075,198.68270874023438
24.003000000000796,225.41627502441406
25.20300000000084,248.19895935058594
26.403000000000887,266.9057312011719
27.603000000000932,283.635498046875
28.803000000000978,298.92034912109375
30.003000000001023,312.6769104003906
31.20300000000107,324.6822814941406
32.403000000001114,334.62493896484375
33.60300000000116,342.1365661621094
34.803000000001205,346.809814453125
36.00300000000125,348.2138671875
37.203000000001296,345.9100646972656
38.40300000000134,339.466552734375
39.60300000000139,328.4761962890625
40.80300000000143,312.57586669921875
42.00300000000148,291.46630859375
43.20300000000152,264.93194580078125
44.40300000000157,232.86244201660156
45.603000000001614,195.26914978027344
46.80300000000166,152.30355834960938
48.003000000001705,104.27156066894531
49.20300000000175,51.650272369384766
50.403000000001796,-4.894032955169678
51.60300000000184,-64.4833755493164
52.80300000000189,-126.00775146484375
54.00300000000193,-188.1120147705078
55.20300000000198,-249.20640563964844
56.403000000002024,-307.5117492675781
57.60300000000207,-361.1549072265625
58.803000000002115,-408.3012390136719
60.00300000000216,-447.321044921875
61.203000000002206,-476.95574951171875
62.40300000000225,-496.46063232421875
63.6030000000023,-505.69451904296875
64.80300000000234,-505.14935302734375
66.00300000000239,-495.9063720703125
67.20300000000243,-479.5278015136719
68.40300000000248,-457.8909912109375
69.60300000000252,-432.9941711425781
70.80300000000257,-406.7588195800781
72.00300000000261,-380.8550720214844
73.20300000000266,-356.5807189941406
74.4030000000027,-334.80548095703125
75.60300000000275,-315.9760437011719
76.8030000000028,-300.1782531738281
78.00300000000284,-287.2298278808594
79.20300000000289,-276.775146484375
80.40300000000293,-268.3801574707031
81.60300000000298,-261.6012268066406
82.80300000000302,-256.03741455078125
84.00300000000307,-251.36216735839844
85.20300000000312,-247.34518432617188
86.40300000000316,-243.86328125
87.6030000000032,-240.90863037109375
88.80300000000325,-238.5719757080078
90.0030000000033,-237.02183532714844
91.20300000000334,-236.47549438476562
92.40300000000339,-237.16448974609375
93.60300000000343,-239.3170623779297
94.80300000000348,-243.1407928466797
96.00300000000352,-248.8217315673828
97.20300000000357,-256.5190734863281
98.40300000000362,-266.3541564941406
99.60300000000366,-278.40850830078125
100.8030000000037,-292.6951599121094
102.00300000000375,-309.13995361328125
103.2030000000038,-327.55279541015625
104.40300000000384,-347.609619140625
105.60300000000389,-368.8413391113281
106.80300000000393,-390.6562194824219
108.00300000000398,-412.39410400390625
109.20300000000402,-433.4043884277344
110.40300000000407,-453.1378479003906
111.60300000000412,-471.2510986328125
112.80300000000416,-487.6676330566406
114.0030000000042,-502.6106872558594
115.20300000000425,-516.5814208984375
116.4030000000043,-530.278076171875
117.60300000000434,-544.5042114257812
118.80300000000439,-560.046142578125
