t,binary_sep
0.0025,7.9589128494262695
1.2524999999999844,7.972875595092773
2.5024999999999578,8.095232963562012
3.752499999999931,8.605535507202148
5.002500000000082,9.230077743530273
6.2525000000002775,9.425226211547852
7.502500000000473,9.433244705200195
8.752500000000401,9.436565399169922
10.002500000000152,9.470895767211914
11.252499999999904,9.560858726501465
12.502499999999655,9.735349655151367
13.752499999999406,10.058043479919434
15.002499999999158,10.596933364868164
16.25249999999909,11.33299732208252
17.502499999999728,12.075957298278809
18.752500000000367,12.583847999572754
20.002500000001007,12.785168647766113
21.252500000001646,12.755945205688477
22.502500000002286,12.635113716125488
23.752500000002925,12.566925048828125
25.002500000003565,12.57778263092041
26.252500000004204,12.630351066589355
27.502500000004844,12.690159797668457
28.752500000005483,12.737333297729492
30.002500000006123,12.768717765808105
31.252500000006762,12.788154602050781
32.502500000006684,12.799363136291504
33.75250000000555,12.804408073425293
35.00250000000441,12.8045654296875
36.25250000000327,12.801115989685059
37.50250000000214,12.795550346374512
38.752500000001,12.789294242858887
40.00249999999986,12.783364295959473
41.252499999998726,12.778233528137207
42.50249999999759,12.773932456970215
43.75249999999645,12.770255088806152
45.002499999995315,12.766979217529297
46.25249999999418,12.763957977294922
47.50249999999304,12.761123657226562
48.752499999991905,12.758417129516602
50.00249999999077,12.755714416503906
51.25249999998963,12.75290298461914
52.502499999988494,12.74984073638916
53.75249999998736,12.746413230895996
55.00249999998622,12.742509841918945
56.25249999998508,12.738093376159668
57.50249999998395,12.733173370361328
58.75249999998281,12.72779655456543
60.00249999998167,12.722010612487793
61.252499999980536,12.715871810913086
62.5024999999794,12.7094144821167
63.75249999997826,12.702656745910645
65.00249999997713,12.695613861083984
66.252499999976,12.688312530517578
67.50249999997486,12.680782318115234
68.75249999997372,12.673064231872559
70.00249999997258,12.665191650390625
71.25249999997145,12.657188415527344
72.50249999997031,12.649055480957031
73.75249999996917,12.640763282775879
75.00249999996804,12.632266998291016
76.2524999999669,12.623504638671875
77.50249999996576,12.614428520202637
78.75249999996463,12.60500717163086
80.00249999996349,12.595246315002441
81.25249999996235,12.585180282592773
82.50249999996122,12.574878692626953
83.75249999996008,12.564446449279785
85.00249999995894,12.55400276184082
86.2524999999578,12.543636322021484
87.50249999995667,12.53335952758789
88.75249999995553,12.523158073425293
90.0024999999544,12.513011932373047
91.25249999995326,12.502907752990723
92.50249999995212,12.492830276489258
93.75249999995098,12.482762336730957
95.00249999994985,12.472696304321289
96.25249999994871,12.46263313293457
97.50249999994757,12.45257568359375
98.75249999994644,12.442525863647461
100.0024999999453,12.43248176574707
101.25249999994416,12.422443389892578
102.50249999994303,12.412400245666504
103.75249999994189,12.402355194091797
105.00249999994075,12.392292022705078
106.25249999993962,12.38221263885498
107.50249999993848,12.372106552124023
108.75249999993734,12.361963272094727
110.0024999999362,12.351773262023926
111.25249999993507,12.341533660888672
112.50249999993393,12.331242561340332
113.7524999999328,12.320894241333008
115.00249999993166,12.310501098632812
116.25249999993052,12.300064086914062
117.50249999992938,12.289587020874023
118.75249999992825,12.279073715209961
120.00249999992711,12.268535614013672
121.25249999992597,12.257979393005371
122.50249999992484,12.24741268157959
123.7524999999237,12.23684310913086
