t,h_cross
0.003,0.0
1.2029999999999934,-1.739040635584388e-05
2.40299999999998,-0.0029914635233581066
3.6030000000000255,-0.0859835296869278
4.803000000000071,-0.07785069197416306
6.0030000000001165,-0.04412251338362694
7.203000000000162,-0.06933070719242096
8.403000000000207,-0.14200538396835327
9.603000000000252,-0.2281583994626999
10.803000000000297,-0.13164635002613068
12.003000000000343,0.25560301542282104
13.203000000000388,0.6241049766540527
14.403000000000434,0.5944713354110718
15.60300000000048,0.5120159983634949
16.803000000000523,0.6191907525062561
18.00300000000057,0.7825358510017395
19.203000000000614,0.9833176136016846
20.40300000000066,1.2518924474716187
21.603000000000705,1.574821949005127
22.80300000000075,2.1151490211486816
24.003000000000796,2.735593557357788
25.20300000000084,3.411029577255249
26.403000000000887,4.1494269371032715
27.603000000000932,4.964378833770752
28.803000000000978,5.878779888153076
30.003000000001023,6.902697563171387
31.20300000000107,8.043425559997559
32.403000000001114,9.30679988861084
33.60300000000116,10.696124076843262
34.803000000001205,12.211423873901367
36.00300000000125,13.848832130432129
37.203000000001296,15.600611686706543
38.40300000000134,17.452861785888672
39.60300000000139,19.38791275024414
40.80300000000143,21.381319046020508
42.00300000000148,23.40284538269043
43.20300000000152,25.417678833007812
44.40300000000157,27.38614845275879
45.603000000001614,29.26483154296875
46.80300000000166,31.007749557495117
48.003000000001705,32.568267822265625
49.20300000000175,33.89921951293945
50.403000000001796,34.9539909362793
51.60300000000184,35.69053649902344
52.80300000000189,36.06757354736328
54.00300000000193,36.05219268798828
55.20300000000198,35.62054443359375
56.403000000002024,34.76314163208008
57.60300000000207,33.48758316040039
58.803000000002115,31.82192611694336
60.00300000000216,29.814388275146484
61.203000000002206,27.53022003173828
62.40300000000225,25.048532485961914
63.6030000000023,22.45742416381836
64.80300000000234,19.847497940063477
66.00300000000239,17.30312728881836
67.20300000000243,14.901240348815918
68.40300000000248,12.702625274658203
69.60300000000252,10.749190330505371
70.80300000000257,9.06131649017334
72.00300000000261,7.6425371170043945
73.20300000000266,6.478847980499268
74.4030000000027,5.545004367828369
75.60300000000275,4.811238765716553
76.8030000000028,4.243858814239502
78.00300000000284,3.8102846145629883
79.20300000000289,3.4801597595214844
80.40300000000293,3.228728771209717
81.60300000000298,3.028028726577759
82.80300000000302,2.857347011566162
84.00300000000307,2.701495885848999
85.20300000000312,2.5556721687316895
86.40300000000316,2.431992530822754
87.6030000000032,2.3583099842071533
88.80300000000325,2.383850574493408
90.0030000000033,2.569878578186035
91.20300000000334,2.9899141788482666
92.40300000000339,3.712989330291748
93.60300000000343,4.799943447113037
94.80300000000348,6.290452480316162
96.00300000000352,8.194772720336914
97.20300000000357,10.485162734985352
98.40300000000362,13.108529090881348
99.60300000000366,15.97423267364502
100.8030000000037,18.97686195373535
102.00300000000375,22.0001220703125
103.2030000000038,24.931581497192383
104.40300000000384,27.66551399230957
105.60300000000389,30.115177154541016
106.80300000000393,32.21852493286133
108.00300000000398,33.940895080566406
109.20300000000402,35.28989028930664
110.40300000000407,36.31727981567383
111.60300000000412,37.12541961669922
112.80300000000416,37.86589050292969
114.0030000000042,38.72895050048828
115.20300000000425,39.9210090637207
116.4030000000043,41.64454650878906
117.60300000000434,44.07328414916992
118.80300000000439,47.3281364440918
