t,binary_sep
0.0025,5.885433197021484
1.2524999999999844,5.986312389373779
2.5024999999999578,6.182673454284668
3.752499999999931,6.469220161437988
5.002500000000082,6.861103534698486
6.2525000000002775,7.218862533569336
7.502500000000473,7.702276229858398
8.752500000000401,8.279531478881836
10.002500000000152,8.92780876159668
11.252499999999904,9.571746826171875
12.502499999999655,10.45348072052002
13.752499999999406,11.49459171295166
15.002499999999158,12.192910194396973
16.25249999999909,12.154520034790039
17.502499999999728,11.884542465209961
18.752500000000367,11.718852996826172
20.002500000001007,11.64300537109375
21.252500000001646,11.61806869506836
22.502500000002286,11.625809669494629
23.752500000002925,11.625348091125488
25.002500000003565,11.598982810974121
26.252500000004204,11.574831008911133
27.502500000004844,11.556618690490723
28.752500000005483,11.539904594421387
30.002500000006123,11.527100563049316
31.252500000006762,11.515768051147461
32.502500000006684,11.502866744995117
33.75250000000555,11.489775657653809
35.00250000000441,11.477639198303223
36.25250000000327,11.466767311096191
37.50250000000214,11.457255363464355
38.752500000001,11.448007583618164
40.00249999999986,11.438684463500977
41.252499999998726,11.429330825805664
42.50249999999759,11.419939041137695
43.75249999999645,11.410889625549316
45.002499999995315,11.402169227600098
46.25249999999418,11.393318176269531
47.50249999999304,11.38432502746582
48.752499999991905,11.375184059143066
50.00249999999077,11.365825653076172
51.25249999998963,11.356488227844238
52.502499999988494,11.347277641296387
53.75249999998736,11.338113784790039
55.00249999998622,11.328916549682617
56.25249999998508,11.319734573364258
57.50249999998395,11.310576438903809
58.75249999998281,11.301553726196289
60.00249999998167,11.292724609375
61.252499999980536,11.284064292907715
62.5024999999794,11.275553703308105
63.75249999997826,11.267254829406738
65.00249999997713,11.259201049804688
66.252499999976,11.25139331817627
67.50249999997486,11.243806838989258
68.75249999997372,11.23640251159668
70.00249999997258,11.229182243347168
71.25249999997145,11.222152709960938
72.50249999997031,11.21528148651123
73.75249999996917,11.208549499511719
75.00249999996804,11.201947212219238
76.2524999999669,11.195486068725586
77.50249999996576,11.189186096191406
78.75249999996463,11.183055877685547
80.00249999996349,11.177075386047363
81.25249999996235,11.171281814575195
82.50249999996122,11.165603637695312
83.75249999996008,11.160038948059082
85.00249999995894,11.154586791992188
86.2524999999578,11.149237632751465
87.50249999995667,11.143993377685547
88.75249999995553,11.138855934143066
90.0024999999544,11.133825302124023
91.25249999995326,11.128901481628418
92.50249999995212,11.124092102050781
93.75249999995098,11.119393348693848
95.00249999994985,11.114799499511719
96.25249999994871,11.110288619995117
97.50249999994757,11.105859756469727
98.75249999994644,11.101522445678711
100.0024999999453,11.09728717803955
101.25249999994416,11.093140602111816
102.50249999994303,11.089085578918457
103.75249999994189,11.085101127624512
105.00249999994075,11.081219673156738
106.25249999993962,11.07744312286377
107.50249999993848,11.07374095916748
108.75249999993734,11.070112228393555
110.0024999999362,11.066560745239258
111.25249999993507,11.063091278076172
112.50249999993393,11.059712409973145
113.7524999999328,11.056429862976074
115.00249999993166,11.05327320098877
116.25249999993052,11.050215721130371
117.50249999992938,11.047236442565918
118.75249999992825,11.044334411621094
120.00249999992711,11.041518211364746
121.25249999992597,11.038775444030762
122.50249999992484,11.03607177734375
123.7524999999237,11.0333890914917
