time,rho_core,rho_sample,delta_rho
32.310000,1.01183824,0.98670681,2.85577264e-02
32.320000,1.01182862,0.98671417,2.85252440e-02
32.330000,1.01181899,0.98672157,2.84927519e-02
32.340000,1.01180948,0.98672908,2.84603971e-02
32.350000,1.01180028,0.98673670,2.84283616e-02
32.360000,1.01179160,0.98674446,2.83968412e-02
32.370000,1.01178359,0.98675237,2.83660134e-02
32.380000,1.01177639,0.98676042,2.83360028e-02
32.390000,1.01177005,0.98676859,2.83068491e-02
32.400000,1.01176448,0.98677686,2.82784866e-02
32.410000,1.01175952,0.98678520,2.82507394e-02
32.420000,1.01175490,0.98679356,2.82233355e-02
32.430000,1.01175027,0.98680190,2.81959380e-02
32.440000,1.01174529,0.98681019,2.81681898e-02
32.450000,1.01173962,0.98681839,2.81397625e-02
32.460000,1.01173300,0.98682649,2.81104025e-02
32.470000,1.01172530,0.98683450,2.80799656e-02
32.480000,1.01171650,0.98684242,2.80484339e-02
32.490000,1.01170670,0.98685030,2.80159128e-02
32.500000,1.01169611,0.98685818,2.79826087e-02
32.510000,1.01168500,0.98686609,2.79487920e-02
32.520000,1.01167365,0.98687408,2.79147536e-02
32.530000,1.01166235,0.98688216,2.78807605e-02
32.540000,1.01165129,0.98689033,2.78470210e-02
32.550000,1.01164060,0.98689856,2.78136635e-02
32.560000,1.01163033,0.98690681,2.77807307e-02
32.570000,1.01162044,0.98691503,2.77481914e-02
32.580000,1.01161085,0.98692314,2.77159623e-02
32.590000,1.01160147,0.98693108,2.76839379e-02
32.600000,1.01159217,0.98693882,2.76520180e-02
32.610000,1.01158290,0.98694632,2.76201305e-02
32.620000,1.01157363,0.98695358,2.75882420e-02
32.630000,1.01156434,0.98696061,2.75563574e-02
32.640000,1.01155509,0.98696744,2.75245078e-02
32.650000,1.01154590,0.98697411,2.74927324e-02
32.660000,1.01153680,0.98698066,2.74610572e-02
32.670000,1.01152779,0.98698715,2.74294780e-02
32.680000,1.01151882,0.98699360,2.73979509e-02
32.690000,1.01150981,0.98700005,2.73663921e-02
32.700000,1.01150065,0.98700654,2.73346884e-02
32.710000,1.01149121,0.98701309,2.73027149e-02
32.720000,1.01148138,0.98701974,2.72703555e-02
32.730000,1.01147106,0.98702652,2.72375234e-02
32.740000,1.01146022,0.98703346,2.72041754e-02
32.750000,1.01144887,0.98704059,2.71703191e-02
32.760000,1.01143705,0.98704794,2.71360112e-02
32.770000,1.01142487,0.98705551,2.71013487e-02
32.780000,1.01141245,0.98706330,2.70664556e-02
32.790000,1.01139993,0.98707127,2.70314678e-02
32.800000,1.01138744,0.98707939,2.69965202e-02
32.810000,1.01137510,0.98708758,2.69617362e-02
32.820000,1.01136303,0.98709580,2.69272215e-02
32.830000,1.01135130,0.98710399,2.68930614e-02
32.840000,1.01133998,0.98711212,2.68593182e-02
32.850000,1.01132911,0.98712014,2.68260303e-02
32.860000,1.01131870,0.98712807,2.67932087e-02
32.870000,1.01130872,0.98713590,2.67608343e-02
32.880000,1.01129913,0.98714366,2.67288542e-02
32.890000,1.01128984,0.98715134,2.66971815e-02
32.900000,1.01128073,0.98715897,2.66656991e-02
32.910000,1.01127167,0.98716652,2.66342702e-02
32.920000,1.01126251,0.98717397,2.66027531e-02
32.930000,1.01125312,0.98718128,2.65710215e-02
32.940000,1.01124342,0.98718840,2.65389839e-02
32.950000,1.01123337,0.98719528,2.65065996e-02
32.960000,1.01122298,0.98720191,2.64738873e-02
32.970000,1.01121233,0.98720829,2.64409219e-02
32.980000,1.01120153,0.98721445,2.64078203e-02
32.990000,1.01119073,0.98722045,2.63747168e-02
33.000000,1.01118003,0.98722639,2.63417334e-02
33.010000,1.01116953,0.98723235,2.63089493e-02
33.020000,1.01115923,0.98723844,2.62763779e-02
33.030000,1.01114907,0.98724472,2.62439543e-02
33.040000,1.01113891,0.98725125,2.62115383e-02
33.050000,1.01112855,0.98725805,2.61789330e-02
33.060000,1.01111777,0.98726510,2.61459154e-02
33.070000,1.01110636,0.98727235,2.61122747e-02
33.080000,1.01109415,0.98727975,2.60778504e-02
33.090000,1.01108108,0.98728722,2.60425643e-02
33.100000,1.01106716,0.98729470,2.60064390e-02
33.110000,1.01105252,0.98730215,2.59696009e-02
33.120000,1.01103737,0.98730952,2.59322654e-02
33.130000,1.01102199,0.98731682,2.58947085e-02
33.140000,1.01100668,0.98732403,2.58572295e-02
33.150000,1.01099173,0.98733117,2.58201101e-02
33.160000,1.01097735,0.98733823,2.57835793e-02
33.170000,1.01096370,0.98734521,2.57477874e-02
33.180000,1.01095085,0.98735210,2.57127940e-02
33.190000,1.01093875,0.98735888,2.56785703e-02
33.200000,1.01092731,0.98736550,2.56450145e-02
33.210000,1.01091639,0.98737195,2.56119754e-02
33.220000,1.01090580,0.98737823,2.55792803e-02
33.230000,1.01089537,0.98738434,2.55467606e-02
33.240000,1.01088497,0.98739031,2.55142719e-02
33.250000,1.01087448,0.98739620,2.54817066e-02
33.260000,1.01086384,0.98740207,2.54489965e-02
33.270000,1.01085301,0.98740801,2.54161093e-02
33.280000,1.01084200,0.98741406,2.53830398e-02
33.290000,1.01083080,0.98742027,2.53497993e-02
33.300000,1.01081944,0.98742665,2.53164054e-02
33.310000,1.01080794,0.98743319,2.52828752e-02
33.320000,1.01079631,0.98743984,2.52492208e-02
33.330000,1.01078454,0.98744655,2.52154472e-02
33.340000,1.01077265,0.98745325,2.51815524e-02
33.350000,1.01076062,0.98745989,2.51475276e-02
33.360000,1.01074844,0.98746643,2.51133581e-02
33.370000,1.01073608,0.98747287,2.50790234e-02
33.380000,1.01072352,0.98747924,2.50444988e-02
33.390000,1.01071074,0.98748555,2.50097582e-02
33.400000,1.01069772,0.98749187,2.49747784e-02
33.410000,1.01068443,0.98749823,2.49395451e-02
33.420000,1.01067087,0.98750467,2.49040588e-02
33.430000,1.01065708,0.98751118,2.48683389e-02
33.440000,1.01064309,0.98751776,2.48324239e-02
33.450000,1.01062894,0.98752435,2.47963674e-02
33.460000,1.01061470,0.98753091,2.47602284e-02
33.470000,1.01060043,0.98753737,2.47240596e-02
33.480000,1.01058615,0.98754370,2.46878942e-02
33.490000,1.01057187,0.98754986,2.46517384e-02
33.500000,1.01055757,0.98755585,2.46155686e-02
33.510000,1.01054320,0.98756171,2.45793395e-02
33.520000,1.01052871,0.98756746,2.45429988e-02
33.530000,1.01051406,0.98757317,2.45065072e-02
33.540000,1.01049924,0.98757889,2.44698583e-02
33.550000,1.01048431,0.98758465,2.44330925e-02
33.560000,1.01046933,0.98759048,2.43962998e-02
33.570000,1.01045445,0.98759636,2.43596089e-02
33.580000,1.01043981,0.98760229,2.43231649e-02
33.590000,1.01042553,0.98760820,2.42870981e-02
33.600000,1.01041171,0.98761405,2.42514935e-02
33.610000,1.01039836,0.98761981,2.42163665e-02
33.620000,1.01038542,0.98762544,2.41816539e-02
33.630000,1.01037274,0.98763094,2.41472222e-02
33.640000,1.01036017,0.98763634,2.41128923e-02
33.650000,1.01034749,0.98764167,2.40784766e-02
33.660000,1.01033457,0.98764698,2.40438186e-02
33.670000,1.01032130,0.98765235,2.40088262e-02
33.680000,1.01030768,0.98765781,2.39734893e-02
33.690000,1.01029378,0.98766341,2.39378791e-02
33.700000,1.01027973,0.98766917,2.39021267e-02
33.710000,1.01026569,0.98767506,2.38663883e-02
33.720000,1.01025179,0.98768106,2.38308043e-02
33.730000,1.01023812,0.98768713,2.37954628e-02
33.740000,1.01022470,0.98769320,2.37603756e-02
33.750000,1.01021146,0.98769923,2.37254730e-02
33.760000,1.01019825,0.98770517,2.36906162e-02
33.770000,1.01018490,0.98771100,2.36556251e-02
33.780000,1.01017123,0.98771670,2.36203124e-02
33.790000,1.01015706,0.98772230,2.35845170e-02
33.800000,1.01014229,0.98772780,2.35481286e-02
33.810000,1.01012687,0.98773324,2.35110997e-02
33.820000,1.01011081,0.98773864,2.34734447e-02
33.830000,1.01009419,0.98774403,2.34352302e-02
33.840000,1.01007710,0.98774944,2.33965603e-02
33.850000,1.01005968,0.98775487,2.33575648e-02
33.860000,1.01004208,0.98776033,2.33183916e-02
33.870000,1.01002445,0.98776584,2.32792059e-02
33.880000,1.01000699,0.98777140,2.32401933e-02
33.890000,1.00998990,0.98777701,2.32015608e-02
33.900000,1.00997341,0.98778271,2.31635324e-02
33.910000,1.00995773,0.98778849,2.31263343e-02
33.920000,1.00994309,0.98779437,2.30901695e-02
33.930000,1.00992961,0.98780035,2.30551844e-02
33.940000,1.00991736,0.98780641,2.30214350e-02
33.950000,1.00990628,0.98781254,2.29888595e-02
33.960000,1.00989617,0.98781869,2.29572666e-02
33.970000,1.00988672,0.98782480,2.29263432e-02
33.980000,1.00987753,0.98783084,2.28956841e-02
33.990000,1.00986815,0.98783674,2.28648393e-02
34.000000,1.00985813,0.98784249,2.28333703e-02
34.010000,1.00984711,0.98784806,2.28009074e-02
34.020000,1.00983483,0.98785348,2.27671962e-02
34.030000,1.00982119,0.98785877,2.27321253e-02
34.040000,1.00980621,0.98786399,2.26957334e-02
34.050000,1.00979008,0.98786920,2.26581931e-02
34.060000,1.00977307,0.98787446,2.26197788e-02
34.070000,1.00975551,0.98787980,2.25808243e-02
34.080000,1.00973775,0.98788526,2.25416785e-02
34.090000,1.00972011,0.98789084,2.25026666e-02
34.100000,1.00970288,0.98789649,2.24640617e-02
34.110000,1.00968624,0.98790219,2.24260679e-02
34.120000,1.00967034,0.98790787,2.23888160e-02
34.130000,1.00965524,0.98791346,2.23523677e-02
34.140000,1.00964093,0.98791893,2.23167258e-02
34.150000,1.00962738,0.98792425,2.22818475e-02
34.160000,1.00961451,0.98792943,2.22476575e-02
34.170000,1.00960222,0.98793448,2.22140612e-02
34.180000,1.00959042,0.98793946,2.21809553e-02
34.190000,1.00957899,0.98794444,2.21482381e-02
34.200000,1.00956786,0.98794949,2.21158164e-02
34.210000,1.00955693,0.98795468,2.20836115e-02
34.220000,1.00954614,0.98796003,2.20515600e-02
34.230000,1.00953546,0.98796557,2.20196126e-02
34.240000,1.00952482,0.98797128,2.19877277e-02
34.250000,1.00951420,0.98797711,2.19558632e-02
34.260000,1.00950354,0.98798300,2.19239663e-02
34.270000,1.00949277,0.98798886,2.18919662e-02
34.280000,1.00948179,0.98799460,2.18597704e-02
34.290000,1.00947050,0.98800017,2.18272674e-02
34.300000,1.00945877,0.98800549,2.17943375e-02
34.310000,1.00944650,0.98801054,2.17608683e-02
34.320000,1.00943359,0.98801531,2.17267741e-02
34.330000,1.00942001,0.98801984,2.16920148e-02
34.340000,1.00940577,0.98802414,2.16566091e-02
34.350000,1.00939096,0.98802830,2.16206388e-02
34.360000,1.00937572,0.98803235,2.15842431e-02
34.370000,1.00936022,0.98803638,2.15476017e-02
34.380000,1.00934467,0.98804045,2.15109097e-02
34.390000,1.00932923,0.98804460,2.14743493e-02
34.400000,1.00931407,0.98804888,2.14380617e-02
34.410000,1.00929924,0.98805333,2.14021273e-02
34.420000,1.00928477,0.98805798,2.13665548e-02
34.430000,1.00927060,0.98806284,2.13312845e-02
34.440000,1.00925660,0.98806793,2.12962029e-02
34.450000,1.00924265,0.98807325,2.12611673e-02
34.460000,1.00922858,0.98807879,2.12260350e-02
34.470000,1.00921430,0.98808454,2.11906919e-02
34.480000,1.00919974,0.98809046,2.11550749e-02
34.490000,1.00918489,0.98809653,2.11191839e-02
34.500000,1.00916983,0.98810269,2.10830816e-02
34.510000,1.00915466,0.98810889,2.10468798e-02
34.520000,1.00913951,0.98811505,2.10107169e-02
34.530000,1.00912454,0.98812112,2.09747293e-02
34.540000,1.00910984,0.98812703,2.09390240e-02
34.550000,1.00909547,0.98813269,2.09036558e-02
34.560000,1.00908141,0.98813807,2.08686160e-02
34.570000,1.00906761,0.98814313,2.08338329e-02
34.580000,1.00905393,0.98814787,2.07991855e-02
34.590000,1.00904024,0.98815230,2.07645266e-02
34.600000,1.00902638,0.98815650,2.07297121e-02
34.610000,1.00901224,0.98816053,2.06946297e-02
34.620000,1.00899777,0.98816452,2.06592220e-02
34.630000,1.00898298,0.98816858,2.06234997e-02
34.640000,1.00896795,0.98817280,2.05875424e-02
34.650000,1.00895280,0.98817730,2.05514868e-02
34.660000,1.00893773,0.98818210,2.05155061e-02
34.670000,1.00892290,0.98818723,2.04797828e-02
34.680000,1.00890849,0.98819264,2.04444816e-02
34.690000,1.00889462,0.98819826,2.04097257e-02
34.700000,1.00888134,0.98820399,2.03755813e-02
34.710000,1.00886868,0.98820972,2.03420512e-02
34.720000,1.00885656,0.98821534,2.03090771e-02
34.730000,1.00884488,0.98822077,2.02765502e-02
34.740000,1.00883350,0.98822597,2.02443264e-02
34.750000,1.00882225,0.98823093,2.02122434e-02
34.760000,1.00881096,0.98823568,2.01801374e-02
34.770000,1.00879950,0.98824027,2.01478577e-02
34.780000,1.00878772,0.98824476,2.01152775e-02
34.790000,1.00877555,0.98824923,2.00823029e-02
34.800000,1.00876291,0.98825372,2.00488779e-02
34.810000,1.00874981,0.98825824,2.00149879e-02
34.820000,1.00873625,0.98826281,1.99806610e-02
34.830000,1.00872233,0.98826741,1.99459674e-02
34.840000,1.00870813,0.98827200,1.99110162e-02
34.850000,1.00869382,0.98827656,1.98759499e-02
34.860000,1.00867954,0.98828107,1.98409357e-02
34.870000,1.00866549,0.98828553,1.98061535e-02
34.880000,1.00865185,0.98828995,1.97717828e-02
34.890000,1.00863877,0.98829435,1.97379871e-02
34.900000,1.00862639,0.98829878,1.97048996e-02
34.910000,1.00861480,0.98830327,1.96726094e-02
34.920000,1.00860403,0.98830784,1.96411511e-02
34.930000,1.00859406,0.98831250,1.96104977e-02
34.940000,1.00858480,0.98831725,1.95805586e-02
34.950000,1.00857609,0.98832205,1.95511832e-02
34.960000,1.00856774,0.98832687,1.95221699e-02
34.970000,1.00855950,0.98833167,1.94932814e-02
34.980000,1.00855113,0.98833641,1.94642649e-02
34.990000,1.00854237,0.98834105,1.94348762e-02
35.000000,1.00853303,0.98834557,1.94049056e-02
35.010000,1.00852294,0.98834996,1.93742018e-02
35.020000,1.00851204,0.98835425,1.93426913e-02
35.030000,1.00850034,0.98835844,1.93103893e-02
35.040000,1.00848795,0.98836258,1.92773991e-02
35.050000,1.00847503,0.98836671,1.92439002e-02
35.060000,1.00846184,0.98837087,1.92101246e-02
35.070000,1.00844861,0.98837510,1.91763259e-02
35.080000,1.00843559,0.98837943,1.91427441e-02
35.090000,1.00842297,0.98838389,1.91095742e-02
35.100000,1.00841088,0.98838848,1.90769416e-02
35.110000,1.00839936,0.98839318,1.90448896e-02
35.120000,1.00838838,0.98839795,1.90133806e-02
35.130000,1.00837783,0.98840274,1.89823099e-02
35.140000,1.00836756,0.98840747,1.89515281e-02
35.150000,1.00835741,0.98841208,1.89208687e-02
35.160000,1.00834721,0.98841650,1.88901735e-02
35.170000,1.00833684,0.98842068,1.88593124e-02
35.180000,1.00832620,0.98842458,1.88281950e-02
35.190000,1.00831525,0.98842823,1.87967725e-02
35.200000,1.00830397,0.98843167,1.87650328e-02
35.210000,1.00829238,0.98843496,1.87329916e-02
35.220000,1.00828052,0.98843820,1.87006836e-02
35.230000,1.00826844,0.98844147,1.86681575e-02
35.240000,1.00825618,0.98844488,1.86354742e-02
35.250000,1.00824384,0.98844847,1.86027106e-02
35.260000,1.00823151,0.98845227,1.85699642e-02
35.270000,1.00821931,0.98845628,1.85373555e-02
35.280000,1.00820738,0.98846044,1.85050258e-02
35.290000,1.00819587,0.98846470,1.84731274e-02
35.300000,1.00818493,0.98846895,1.84418059e-02
35.310000,1.00817467,0.98847314,1.84111776e-02
35.320000,1.00816517,0.98847719,1.83813065e-02
35.330000,1.00815640,0.98848109,1.83521846e-02
35.340000,1.00814829,0.98848483,1.83237237e-02
35.350000,1.00814067,0.98848845,1.82957593e-02
35.360000,1.00813331,0.98849200,1.82680692e-02
35.370000,1.00812597,0.98849555,1.82404043e-02
35.380000,1.00811841,0.98849917,1.82125261e-02
35.390000,1.00811043,0.98850290,1.81842442e-02
35.400000,1.00810194,0.98850678,1.81554464e-02
35.410000,1.00809290,0.98851083,1.81261146e-02
35.420000,1.00808339,0.98851502,1.80963245e-02
35.430000,1.00807357,0.98851933,1.80662266e-02
35.440000,1.00806363,0.98852372,1.80360151e-02
35.450000,1.00805376,0.98852814,1.80058885e-02
35.460000,1.00804413,0.98853255,1.79760122e-02
35.470000,1.00803485,0.98853693,1.79464898e-02
35.480000,1.00802595,0.98854122,1.79173491e-02
35.490000,1.00801737,0.98854542,1.78885451e-02
35.500000,1.00800903,0.98854949,1.78599796e-02
35.510000,1.00800079,0.98855341,1.78315309e-02
35.520000,1.00799255,0.98855717,1.78030870e-02
35.530000,1.00798423,0.98856075,1.77745738e-02
35.540000,1.00797581,0.98856416,1.77459720e-02
35.550000,1.00796734,0.98856740,1.77173175e-02
35.560000,1.00795888,0.98857050,1.76886868e-02
35.570000,1.00795052,0.98857350,1.76601708e-02
35.580000,1.00794235,0.98857644,1.76318439e-02
35.590000,1.00793439,0.98857939,1.76037367e-02
35.600000,1.00792661,0.98858237,1.75758200e-02
35.610000,1.00791893,0.98858544,1.75480041e-02
35.620000,1.00791120,0.98858859,1.75201544e-02
35.630000,1.00790328,0.98859184,1.74921202e-02
35.640000,1.00789503,0.98859514,1.74637682e-02
35.650000,1.00788637,0.98859846,1.74350145e-02
35.660000,1.00787729,0.98860177,1.74058454e-02
35.670000,1.00786785,0.98860502,1.73763235e-02
35.680000,1.00785818,0.98860821,1.73465766e-02
35.690000,1.00784844,0.98861132,1.73167740e-02
35.700000,1.00783882,0.98861440,1.72870953e-02
35.710000,1.00782948,0.98861749,1.72577002e-02
35.720000,1.00782052,0.98862063,1.72287064e-02
35.730000,1.00781203,0.98862390,1.72001795e-02
35.740000,1.00780401,0.98862733,1.71721369e-02
35.750000,1.00779645,0.98863094,1.71445600e-02
35.760000,1.00778931,0.98863474,1.71174117e-02
35.770000,1.00778255,0.98863870,1.70906503e-02
35.780000,1.00777613,0.98864276,1.70642356e-02
35.790000,1.00777000,0.98864687,1.70381244e-02
35.800000,1.00776411,0.98865097,1.70122588e-02
35.810000,1.00775837,0.98865500,1.69865503e-02
35.820000,1.00775265,0.98865892,1.69608689e-02
35.830000,1.00774677,0.98866272,1.69350431e-02
35.840000,1.00774055,0.98866641,1.69088750e-02
35.850000,1.00773378,0.98866998,1.68821697e-02
35.860000,1.00772631,0.98867348,1.68547755e-02
35.870000,1.00771808,0.98867693,1.68266240e-02
35.880000,1.00770913,0.98868033,1.67977614e-02
35.890000,1.00769964,0.98868370,1.67683614e-02
35.900000,1.00768988,0.98868702,1.67387137e-02
35.910000,1.00768025,0.98869028,1.67091887e-02
35.920000,1.00767112,0.98869347,1.66801839e-02
35.930000,1.00766287,0.98869658,1.66520628e-02
35.940000,1.00765577,0.98869959,1.66250970e-02
35.950000,1.00764995,0.98870254,1.65994251e-02
35.960000,1.00764541,0.98870545,1.65750343e-02
35.970000,1.00764198,0.98870837,1.65517673e-02
35.980000,1.00763940,0.98871134,1.65293529e-02
35.990000,1.00763732,0.98871440,1.65074505e-02
36.000000,1.00763538,0.98871757,1.64856999e-02
36.010000,1.00763325,0.98872083,1.64637665e-02
36.020000,1.00763066,0.98872417,1.64413754e-02
36.030000,1.00762741,0.98872751,1.64183304e-02
36.040000,1.00762338,0.98873079,1.63945204e-02
36.050000,1.00761855,0.98873395,1.63699156e-02
36.060000,1.00761296,0.98873692,1.63445596e-02
36.070000,1.00760672,0.98873970,1.63185603e-02
36.080000,1.00759999,0.98874229,1.62920824e-02
36.090000,1.00759299,0.98874476,1.62653388e-02
36.100000,1.00758597,0.98874720,1.62385805e-02
36.110000,1.00757919,0.98874970,1.62120803e-02
36.120000,1.00757294,0.98875239,1.61861085e-02
36.130000,1.00756744,0.98875534,1.61609026e-02
36.140000,1.00756288,0.98875863,1.61366347e-02
36.150000,1.00755932,0.98876225,1.61133830e-02
36.160000,1.00755674,0.98876618,1.60911154e-02
36.170000,1.00755499,0.98877033,1.60696907e-02
36.180000,1.00755385,0.98877460,1.60488797e-02
36.190000,1.00755304,0.98877888,1.60284037e-02
36.200000,1.00755227,0.98878308,1.60079841e-02
36.210000,1.00755133,0.98878710,1.59873910e-02
36.220000,1.00755005,0.98879094,1.59664817e-02
36.230000,1.00754842,0.98879459,1.59452189e-02
36.240000,1.00754649,0.98879810,1.59236645e-02
36.250000,1.00754439,0.98880154,1.59019508e-02
36.260000,1.00754228,0.98880499,1.58802366e-02
36.270000,1.00754030,0.98880850,1.58586583e-02
36.280000,1.00753852,0.98881214,1.58372896e-02
36.290000,1.00753693,0.98881590,1.58161192e-02
36.300000,1.00753544,0.98881976,1.57950522e-02
36.310000,1.00753389,0.98882368,1.57739345e-02
36.320000,1.00753211,0.98882757,1.57525943e-02
36.330000,1.00752995,0.98883134,1.57308892e-02
36.340000,1.00752735,0.98883493,1.57087477e-02
36.350000,1.00752433,0.98883825,1.56861937e-02
36.360000,1.00752101,0.98884128,1.56633497e-02
36.370000,1.00751760,0.98884400,1.56404155e-02
36.380000,1.00751432,0.98884645,1.56176307e-02
36.390000,1.00751142,0.98884868,1.55952275e-02
36.400000,1.00750907,0.98885076,1.55733863e-02
36.410000,1.00750738,0.98885278,1.55522031e-02
36.420000,1.00750633,0.98885485,1.55316753e-02
36.430000,1.00750583,0.98885704,1.55117075e-02
36.440000,1.00750572,0.98885943,1.54921336e-02
36.450000,1.00750579,0.98886208,1.54727500e-02
36.460000,1.00750583,0.98886502,1.54533502e-02
36.470000,1.00750568,0.98886825,1.54337549e-02
36.480000,1.00750518,0.98887175,1.54138305e-02
36.490000,1.00750427,0.98887548,1.53934967e-02
36.500000,1.00750291,0.98887937,1.53727220e-02
36.510000,1.00750110,0.98888336,1.53515128e-02
36.520000,1.00749889,0.98888736,1.53299001e-02
36.530000,1.00749631,0.98889131,1.53079279e-02
36.540000,1.00749341,0.98889514,1.52856471e-02
36.550000,1.00749025,0.98889881,1.52631132e-02
36.560000,1.00748689,0.98890227,1.52403890e-02
36.570000,1.00748341,0.98890554,1.52175472e-02
36.580000,1.00747988,0.98890860,1.51946730e-02
36.590000,1.00747641,0.98891150,1.51718617e-02
36.600000,1.00747310,0.98891426,1.51492144e-02
36.610000,1.00747004,0.98891694,1.51268297e-02
36.620000,1.00746733,0.98891958,1.51047959e-02
36.630000,1.00746502,0.98892223,1.50831841e-02
36.640000,1.00746319,0.98892491,1.50620452e-02
36.650000,1.00746185,0.98892765,1.50414100e-02
36.660000,1.00746102,0.98893047,1.50212930e-02
36.670000,1.00746070,0.98893337,1.50016972e-02
36.680000,1.00746089,0.98893635,1.49826182e-02
36.690000,1.00746158,0.98893940,1.49640458e-02
36.700000,1.00746275,0.98894252,1.49459629e-02
36.710000,1.00746438,0.98894570,1.49283417e-02
36.720000,1.00746641,0.98894894,1.49111384e-02
36.730000,1.00746879,0.98895224,1.48942897e-02
36.740000,1.00747144,0.98895561,1.48777115e-02
36.750000,1.00747424,0.98895904,1.48613022e-02
36.760000,1.00747710,0.98896253,1.48449499e-02
36.770000,1.00747989,0.98896605,1.48285425e-02
36.780000,1.00748252,0.98896957,1.48119792e-02
36.790000,1.00748490,0.98897306,1.47951800e-02
36.800000,1.00748699,0.98897647,1.47780932e-02
36.810000,1.00748876,0.98897976,1.47606978e-02
36.820000,1.00749022,0.98898288,1.47430037e-02
36.830000,1.00749142,0.98898580,1.47250484e-02
36.840000,1.00749241,0.98898851,1.47068930e-02
36.850000,1.00749327,0.98899101,1.46886183e-02
36.860000,1.00749410,0.98899334,1.46703220e-02
36.870000,1.00749501,0.98899554,1.46521157e-02
36.880000,1.00749613,0.98899768,1.46341215e-02
36.890000,1.00749758,0.98899985,1.46164655e-02
36.900000,1.00749948,0.98900212,1.45992692e-02
36.910000,1.00750193,0.98900458,1.45826360e-02
36.920000,1.00750501,0.98900731,1.45666371e-02
36.930000,1.00750874,0.98901036,1.45512973e-02
36.940000,1.00751309,0.98901379,1.45365852e-02
36.950000,1.00751798,0.98901759,1.45224110e-02
36.960000,1.00752325,0.98902177,1.45086331e-02
36.970000,1.00752873,0.98902627,1.44950748e-02
36.980000,1.00753423,0.98903102,1.44815468e-02
36.990000,1.00753958,0.98903593,1.44678740e-02
37.000000,1.00754464,0.98904089,1.44539184e-02
37.010000,1.00754933,0.98904578,1.44395955e-02
37.020000,1.00755361,0.98905049,1.44248794e-02
37.030000,1.00755752,0.98905494,1.44097963e-02
37.040000,1.00756112,0.98905908,1.43944083e-02
37.050000,1.00756448,0.98906291,1.43787916e-02
37.060000,1.00756767,0.98906644,1.43630146e-02
37.070000,1.00757074,0.98906974,1.43471225e-02
37.080000,1.00757370,0.98907290,1.43311302e-02
37.090000,1.00757654,0.98907600,1.43150275e-02
37.100000,1.00757924,0.98907912,1.42987913e-02
37.110000,1.00758178,0.98908230,1.42824038e-02
37.120000,1.00758417,0.98908558,1.42658694e-02
37.130000,1.00758644,0.98908893,1.42492250e-02
37.140000,1.00758866,0.98909230,1.42325418e-02
37.150000,1.00759093,0.98909564,1.42159165e-02
37.160000,1.00759336,0.98909889,1.41994554e-02
37.170000,1.00759604,0.98910201,1.41832556e-02
37.180000,1.00759905,0.98910500,1.41673887e-02
37.190000,1.00760242,0.98910790,1.41518918e-02
37.200000,1.00760616,0.98911076,1.41367695e-02
37.210000,1.00761024,0.98911369,1.41220041e-02
37.220000,1.00761465,0.98911678,1.41075728e-02
37.230000,1.00761938,0.98912010,1.40934655e-02
37.240000,1.00762444,0.98912371,1.40796964e-02
37.250000,1.00762986,0.98912761,1.40663058e-02
37.260000,1.00763572,0.98913176,1.40533494e-02
37.270000,1.00764205,0.98913609,1.40408766e-02
37.280000,1.00764887,0.98914050,1.40289027e-02
37.290000,1.00765613,0.98914488,1.40173827e-02
37.300000,1.00766372,0.98914916,1.40061927e-02
37.310000,1.00767143,0.98915328,1.39951275e-02
37.320000,1.00767898,0.98915722,1.39839153e-02
37.330000,1.00768607,0.98916098,1.39722496e-02
37.340000,1.00769240,0.98916459,1.39598333e-02
37.350000,1.00769774,0.98916810,1.39464275e-02
37.360000,1.00770194,0.98917151,1.39318952e-02
37.370000,1.00770500,0.98917486,1.39162315e-02
37.380000,1.00770706,0.98917811,1.38995753e-02
37.390000,1.00770839,0.98918126,1.38821986e-02
37.400000,1.00770936,0.98918428,1.38644750e-02
37.410000,1.00771041,0.98918713,1.38468335e-02
37.420000,1.00771197,0.98918985,1.38297041e-02
37.430000,1.00771440,0.98919245,1.38134628e-02
37.440000,1.00771800,0.98919501,1.37983852e-02
37.450000,1.00772289,0.98919762,1.37846140e-02
37.460000,1.00772907,0.98920040,1.37721447e-02
37.470000,1.00773640,0.98920343,1.37608291e-02
37.480000,1.00774460,0.98920678,1.37503975e-02
37.490000,1.00775333,0.98921048,1.37404941e-02
37.500000,1.00776218,0.98921450,1.37307225e-02
37.510000,1.00777077,0.98921877,1.37206932e-02
37.520000,1.00777875,0.98922319,1.37100699e-02
37.530000,1.00778588,0.98922766,1.36986073e-02
37.540000,1.00779204,0.98923208,1.36861758e-02
37.550000,1.00779722,0.98923636,1.36727710e-02
37.560000,1.00780153,0.98924047,1.36585063e-02
37.570000,1.00780518,0.98924439,1.36435902e-02
37.580000,1.00780844,0.98924816,1.36282926e-02
37.590000,1.00781160,0.98925181,1.36129043e-02
37.600000,1.00781494,0.98925541,1.35976980e-02
37.610000,1.00781867,0.98925901,1.35828960e-02
37.620000,1.00782296,0.98926265,1.35686503e-02
37.630000,1.00782786,0.98926637,1.35550371e-02
37.640000,1.00783340,0.98927018,1.35420661e-02
37.650000,1.00783954,0.98927411,1.35296993e-02
37.660000,1.00784621,0.98927816,1.35178754e-02
37.670000,1.00785336,0.98928235,1.35065326e-02
