freq,omega,power,mass_GeV
1.87421875,11.77606371,3.53491660e-06,12494.7917
1.87500000,11.78097245,4.02167474e-06,12500.0000
1.87578125,11.78588119,4.41276806e-06,12505.2083
1.87656250,11.79078993,4.68453348e-06,12510.4167
1.87734375,11.79569867,4.82294369e-06,12515.6250
1.87812500,11.80060741,4.82396317e-06,12520.8333
1.87890625,11.80551614,4.69275247e-06,12526.0417
1.87968750,11.81042488,4.44204328e-06,12531.2500
1.88046875,11.81533362,4.09010879e-06,12536.4583
1.88125000,11.82024236,3.65875519e-06,12541.6667
1.88203125,11.82515110,3.17166922e-06,12546.8750
1.88281250,11.83005984,2.65330273e-06,12552.0833
1.88359375,11.83496857,2.12830051e-06,12557.2917
1.88437500,11.83987731,1.62132471e-06,12562.5000
1.88515625,11.84478605,1.15703318e-06,12567.7083
1.88593750,11.84969479,7.59946394e-07,12572.9167
1.88671875,11.85460353,4.53987593e-07,12578.1250
1.88750000,11.85951227,2.61583198e-07,12583.3333
1.88828125,11.86442101,2.02337152e-07,12588.5417
1.88906250,11.86932974,2.91410754e-07,12593.7500
1.88984375,11.87423848,5.37823760e-07,12598.9583
1.89062500,11.87914722,9.42927990e-07,12604.1667
1.89140625,11.88405596,1.49929050e-06,12609.3750
1.89218750,11.88896470,2.19016948e-06,12614.5833
1.89296875,11.89387344,2.98968967e-06,12619.7917
1.89375000,11.89878218,3.86374318e-06,12625.0000
1.89453125,11.90369091,4.77157094e-06,12630.2083
1.89531250,11.90859965,5.66792679e-06,12635.4167
1.89609375,11.91350839,6.50569091e-06,12640.6250
1.89687500,11.91841713,7.23877724e-06,12645.8333
1.89765625,11.92332587,7.82516260e-06,12651.0417
1.89843750,11.92823461,8.22984903e-06,12656.2500
1.89921875,11.93314335,8.42755331e-06,12661.4583
1.90000000,11.93805208,8.40490245e-06,12666.6667
1.90078125,11.94296082,8.16191043e-06,12671.8750
1.90156250,11.94786956,7.71252966e-06,12677.0833
1.90234375,11.95277830,7.08411888e-06,12682.2917
1.90312500,11.95768704,6.31575307e-06,12687.5000
1.90390625,11.96259578,5.45541544e-06,12692.7083
1.90468750,11.96750451,4.55624595e-06,12697.9167
1.90546875,11.97241325,3.67215507e-06,12703.1250
1.90625000,11.97732199,2.85322347e-06,12708.3333
1.90703125,11.98223073,2.14137455e-06,12713.5417
1.90781250,11.98713947,1.56681138e-06,12718.7500
1.90859375,11.99204821,1.14564518e-06,12723.9583
1.90937500,11.99695695,8.79013889e-07,12729.1667
1.91015625,12.00186568,7.53813701e-07,12734.3750
1.91093750,12.00677442,7.44968019e-07,12739.5833
1.91171875,12.01168316,8.18966066e-07,12744.7917
1.91250000,12.01659190,9.38244458e-07,12750.0000
1.91328125,12.02150064,1.06587992e-06,12755.2083
1.91406250,12.02640938,1.17002220e-06,12760.4167
1.91484375,12.03131812,1.22752582e-06,12765.6250
1.91562500,12.03622685,1.22633282e-06,12770.8333
1.91640625,12.04113559,1.16630490e-06,12776.0417
1.91718750,12.04604433,1.05838958e-06,12781.2500
1.91796875,12.05095307,9.22213134e-07,12786.4583
1.91875000,12.05586181,7.82404947e-07,12791.6667
1.91953125,12.06077055,6.64150439e-07,12796.8750
1.92031250,12.06567929,5.88615909e-07,12802.0833
1.92109375,12.07058802,5.68961101e-07,12807.2917
1.92187500,12.07549676,6.07627497e-07,12812.5000
1.92265625,12.08040550,6.95446631e-07,12817.7083
1.92343750,12.08531424,8.12853859e-07,12822.9167
1.92421875,12.09022298,9.33143896e-07,12828.1250
1.92500000,12.09513172,1.02731560e-06,12833.3333
1.92578125,12.10004045,1.06969665e-06,12838.5417
1.92656250,12.10494919,1.04329549e-06,12843.7500
1.92734375,12.10985793,9.43770046e-07,12848.9583
1.92812500,12.11476667,7.81075288e-07,12854.1667
1.92890625,12.11967541,5.78249813e-07,12859.3750
1.92968750,12.12458415,3.67369457e-07,12864.5833
1.93046875,12.12949289,1.83322826e-07,12869.7917
1.93125000,12.13440162,5.66107494e-08,12875.0000
1.93203125,12.13931036,6.69803688e-09,12880.2083
1.93281250,12.14421910,3.74476870e-08,12885.4167
1.93359375,12.14912784,1.35809312e-07,12890.6250
1.93437500,12.15403658,2.74265907e-07,12895.8333
1.93515625,12.15894532,4.16700784e-07,12901.0417
1.93593750,12.16385406,5.26521367e-07,12906.2500
1.93671875,12.16876279,5.75273417e-07,12911.4583
1.93750000,12.17367153,5.49763452e-07,12916.6667
1.93828125,12.17858027,4.55957934e-07,12921.8750
1.93906250,12.18348901,3.18611489e-07,12927.0833
1.93984375,12.18839775,1.76547352e-07,12932.2917
1.94062500,12.19330649,7.45450841e-08,12937.5000
1.94140625,12.19821523,5.36307559e-08,12942.7083
1.94218750,12.20312396,1.41998381e-07,12947.9167
1.94296875,12.20803270,3.48698357e-07,12953.1250
1.94375000,12.21294144,6.61617444e-07,12958.3333
1.94453125,12.21785018,1.05028420e-06,12963.5417
1.94531250,12.22275892,1.47289987e-06,12968.7500
1.94609375,12.22766766,1.88599283e-06,12973.9583
1.94687500,12.23257639,2.25446956e-06,12979.1667
1.94765625,12.23748513,2.55973869e-06,12984.3750
1.94843750,12.24239387,2.80403830e-06,12989.5833
1.94921875,12.24730261,3.00998478e-06,12994.7917
1.95000000,12.25221135,3.21546538e-06,13000.0000
1.95078125,12.25712009,3.46504611e-06,13005.2083
1.95156250,12.26202883,3.79981684e-06,13010.4167
1.95234375,12.26693756,4.24787778e-06,13015.6250
1.95312500,12.27184630,4.81744444e-06,13020.8333
1.95390625,12.27675504,5.49389039e-06,13026.0417
1.95468750,12.28166378,6.24114126e-06,13031.2500
1.95546875,12.28657252,7.00690598e-06,13036.4583
1.95625000,12.29148126,7.73049715e-06,13041.6667
1.95703125,12.29639000,8.35159949e-06,13046.8750
1.95781250,12.30129873,8.81834358e-06,13052.0833
1.95859375,12.30620747,9.09338304e-06,13057.2917
1.95937500,12.31111621,9.15723302e-06,13062.5000
1.96015625,12.31602495,9.00874794e-06,13067.7083
1.96093750,12.32093369,8.66315145e-06,13072.9167
1.96171875,12.32584243,8.14838114e-06,13078.1250
1.96250000,12.33075117,7.50063763e-06,13083.3333
1.96328125,12.33565990,6.75995471e-06,13088.5417
1.96406250,12.34056864,5.96639618e-06,13093.7500
1.96484375,12.34547738,5.15721397e-06,13098.9583
1.96562500,12.35038612,4.36504043e-06,13104.1667
1.96640625,12.35529486,3.61698429e-06,13109.3750
1.96718750,12.36020360,2.93437896e-06,13114.5833
1.96796875,12.36511233,2.33289767e-06,13119.7917
1.96875000,12.37002107,1.82279306e-06,13125.0000
1.96953125,12.37492981,1.40912147e-06,13130.2083
1.97031250,12.37983855,1.09194741e-06,13135.4167
1.97109375,12.38474729,8.66659012e-07,13140.6250
1.97187500,12.38965603,7.24617935e-07,13145.8333
1.97265625,12.39456477,6.54378540e-07,13151.0417
1.97343750,12.39947350,6.43611934e-07,13156.2500
1.97421875,12.40438224,6.81662076e-07,13161.4583
1.97500000,12.40929098,7.62381943e-07,13166.6667
1.97578125,12.41419972,8.86624732e-07,13171.8750
1.97656250,12.41910846,1.06359755e-06,13177.0833
1.97734375,12.42401720,1.31031552e-06,13182.2917
1.97812500,12.42892594,1.64867416e-06,13187.5000
1.97890625,12.43383467,2.10017035e-06,13192.7083
1.97968750,12.43874341,2.67894912e-06,13197.9167
1.98046875,12.44365215,3.38447599e-06,13203.1250
1.98125000,12.44856089,4.19554439e-06,13208.3333
1.98203125,12.45346963,5.06736935e-06,13213.5417
1.98281250,12.45837837,5.93311405e-06,13218.7500
1.98359375,12.46328711,6.71038352e-06,13223.9583
1.98437500,12.46819584,7.31215482e-06,13229.1667
1.98515625,12.47310458,7.66053663e-06,13234.3750
1.98593750,12.47801332,7.70093076e-06,13239.5833
1.98671875,12.48292206,7.41382647e-06,13244.7917
1.98750000,12.48783080,6.82171300e-06,13250.0000
1.98828125,12.49273954,5.98941914e-06,13255.2083
1.98906250,12.49764828,5.01741679e-06,13260.4167
1.98984375,12.50255701,4.02899004e-06,13265.6250
1.99062500,12.50746575,3.15337197e-06,13270.8333
1.99140625,12.51237449,2.50772470e-06,13276.0417
1.99218750,12.51728323,2.18102541e-06,13281.2500
1.99296875,12.52219197,2.22249784e-06,13286.4583
1.99375000,12.52710071,2.63631035e-06,13291.6667
1.99453125,12.53200944,3.38306341e-06,13296.8750
1.99531250,12.53691818,4.38737338e-06,13302.0833
1.99609375,12.54182692,5.54987141e-06,13307.2917
1.99687500,12.54673566,6.76134868e-06,13312.5000
1.99765625,12.55164440,7.91666471e-06,13317.7083
1.99843750,12.55655314,8.92636054e-06,13322.9167
1.99921875,12.56146188,9.72456363e-06,13328.1250
2.00000000,12.56637061,1.02725724e-05,13333.3333
2.00078125,12.57127935,1.05582940e-05,13338.5417
2.00156250,12.57618809,1.05923399e-05,13343.7500
2.00234375,12.58109683,1.04019771e-05,13348.9583
2.00312500,12.58600557,1.00242590e-05,13354.1667
2.00390625,12.59091431,9.49954793e-06,13359.3750
2.00468750,12.59582305,8.86635370e-06,13364.5833
2.00546875,12.60073178,8.15802122e-06,13369.7917
2.00625000,12.60564052,7.40139240e-06,13375.0000
2.00703125,12.61054926,6.61719919e-06,13380.2083
2.00781250,12.61545800,5.82167361e-06,13385.4167
2.00859375,12.62036674,5.02871210e-06,13390.6250
2.00937500,12.62527548,4.25191901e-06,13395.8333
2.01015625,12.63018422,3.50596776e-06,13401.0417
2.01093750,12.63509295,2.80693153e-06,13406.2500
2.01171875,12.64000169,2.17150583e-06,13411.4583
2.01250000,12.64491043,1.61531782e-06,13416.6667
2.01328125,12.64981917,1.15073841e-06,13421.8750
2.01406250,12.65472791,7.84736122e-07,13427.0833
2.01484375,12.65963665,5.17311753e-07,13432.2917
2.01562500,12.66454538,3.40932249e-07,13437.5000
2.01640625,12.66945412,2.41170156e-07,13442.7083
2.01718750,12.67436286,1.98502047e-07,13447.9167
2.01796875,12.67927160,1.90983677e-07,13453.1250
2.01875000,12.68418034,1.97352145e-07,13458.3333
2.01953125,12.68908908,2.00037467e-07,13463.5417
2.02031250,12.69399782,1.87602629e-07,13468.7500
2.02109375,12.69890655,1.56252432e-07,13473.9583
2.02187500,12.70381529,1.10221065e-07,13479.1667
2.02265625,12.70872403,6.10255475e-08,13484.3750
2.02343750,12.71363277,2.57239526e-08,13489.5833
2.02421875,12.71854151,2.44251932e-08,13494.7917
2.02500000,12.72345025,7.73587005e-08,13500.0000
2.02578125,12.72835899,2.01836484e-07,13505.2083
2.02656250,12.73326772,4.09439299e-07,13510.4167
2.02734375,12.73817646,7.03741729e-07,13515.6250
2.02812500,12.74308520,1.07885893e-06,13520.8333
2.02890625,12.74799394,1.51904446e-06,13526.0417
2.02968750,12.75290268,1.99948593e-06,13531.2500
2.03046875,12.75781142,2.48832841e-06,13536.4583
2.03125000,12.76272016,2.94981026e-06,13541.6667
2.03203125,12.76762889,3.34823788e-06,13546.8750
2.03281250,12.77253763,3.65237919e-06,13552.0833
2.03359375,12.77744637,3.83974876e-06,13557.2917
2.03437500,12.78235511,3.90021306e-06,13562.5000
2.03515625,12.78726385,3.83837679e-06,13567.7083
2.03593750,12.79217259,3.67432254e-06,13572.9167
2.03671875,12.79708132,3.44245477e-06,13578.1250
2.03750000,12.80199006,3.18842632e-06,13583.3333
2.03828125,12.80689880,2.96437332e-06,13588.5417
2.03906250,12.81180754,2.82292479e-06,13593.7500
2.03984375,12.81671628,2.81065525e-06,13598.9583
2.04062500,12.82162502,2.96178402e-06,13604.1667
2.04140625,12.82653376,3.29296840e-06,13609.3750
2.04218750,12.83144249,3.79997160e-06,13614.5833
2.04296875,12.83635123,4.45680323e-06,13619.7917
2.04375000,12.84125997,5.21764044e-06,13625.0000
2.04453125,12.84616871,6.02146947e-06,13630.2083
2.04531250,12.85107745,6.79898865e-06,13635.4167
2.04609375,12.85598619,7.48094448e-06,13640.6250
2.04687500,12.86089493,8.00679827e-06,13645.8333
2.04765625,12.86580366,8.33249789e-06,13651.0417
2.04843750,12.87071240,8.43619415e-06,13656.2500
2.04921875,12.87562114,8.32099944e-06,13661.4583
2.05000000,12.88052988,8.01430893e-06,13666.6667
2.05078125,12.88543862,7.56373108e-06,13671.8750
2.05156250,12.89034736,7.03021832e-06,13677.0833
2.05234375,12.89525610,6.47945698e-06,13682.2917
2.05312500,12.90016483,5.97287977e-06,13687.5000
2.05390625,12.90507357,5.55974128e-06,13692.7083
2.05468750,12.90998231,5.27152229e-06,13697.9167
2.05546875,12.91489105,5.11952302e-06,13703.1250
2.05625000,12.91979979,5.09593645e-06,13708.3333
2.05703125,12.92470853,5.17806362e-06,13713.5417
2.05781250,12.92961726,5.33476378e-06,13718.7500
2.05859375,12.93452600,5.53383825e-06,13723.9583
2.05937500,12.93943474,5.74890767e-06,13729.1667
2.06015625,12.94434348,5.96448833e-06,13734.3750
2.06093750,12.94925222,6.17836960e-06,13739.5833
2.06171875,12.95416096,6.40095433e-06,13744.7917
2.06250000,12.95906970,6.65182279e-06,13750.0000
2.06328125,12.96397843,6.95429071e-06,13755.2083
2.06406250,12.96888717,7.32905363e-06,13760.4167
2.06484375,12.97379591,7.78809497e-06,13765.6250
2.06562500,12.97870465,8.32989734e-06,13770.8333
2.06640625,12.98361339,8.93670058e-06,13776.0417
2.06718750,12.98852213,9.57418632e-06,13781.2500
2.06796875,12.99343087,1.01936236e-05,13786.4583
2.06875000,12.99833960,1.07362371e-05,13791.6667
2.06953125,13.00324834,1.11393670e-05,13796.8750
2.07031250,13.00815708,1.13438530e-05,13802.0833
2.07109375,13.01306582,1.13019460e-05,13807.2917
2.07187500,13.01797456,1.09849091e-05,13812.5000
2.07265625,13.02288330,1.03893227e-05,13817.7083
2.07343750,13.02779204,9.54101952e-06,13822.9167
2.07421875,13.03270077,8.49562562e-06,13828.1250
2.07500000,13.03760951,7.33496504e-06,13833.3333
2.07578125,13.04251825,6.15912684e-06,13838.5417
2.07656250,13.04742699,5.07475107e-06,13843.7500
2.07734375,13.05233573,4.18093180e-06,13848.9583
2.07812500,13.05724447,3.55485796e-06,13854.1667
2.07890625,13.06215321,3.23970235e-06,13859.3750
2.07968750,13.06706194,3.23715946e-06,13864.5833
2.08046875,13.07197068,3.50637014e-06,13869.7917
2.08125000,13.07687942,3.96984205e-06,13875.0000
2.08203125,13.08178816,4.52560407e-06,13880.2083
2.08281250,13.08669690,5.06352863e-06,13885.4167
2.08359375,13.09160564,5.48283705e-06,13890.6250
2.08437500,13.09651437,5.70750753e-06,13895.8333
2.08515625,13.10142311,5.69672607e-06,13901.0417
2.08593750,13.10633185,5.44857268e-06,13906.2500
2.08671875,13.11124059,4.99657470e-06,13911.4583
2.08750000,13.11614933,4.40024650e-06,13916.6667
2.08828125,13.12105807,3.73192144e-06,13921.8750
2.08906250,13.12596681,3.06280078e-06,13927.0833
2.08984375,13.13087554,2.45107650e-06,13932.2917
2.09062500,13.13578428,1.93428527e-06,13937.5000
2.09140625,13.14069302,1.52692358e-06,13942.7083
2.09218750,13.14560176,1.22309730e-06,13947.9167
2.09296875,13.15051050,1.00289861e-06,13953.1250
2.09375000,13.15541924,8.40538014e-07,13958.3333
2.09453125,13.16032798,7.12125249e-07,13963.5417
2.09531250,13.16523671,6.01364482e-07,13968.7500
2.09609375,13.17014545,5.02159664e-07,13973.9583
2.09687500,13.17505419,4.17997121e-07,13979.1667
2.09765625,13.17996293,3.58757521e-07,13984.3750
2.09843750,13.18487167,3.36130883e-07,13989.5833
2.09921875,13.18978041,3.58977176e-07,13994.7917
2.10000000,13.19468915,4.29800647e-07,14000.0000
2.10078125,13.19959788,5.43080405e-07,14005.2083
2.10156250,13.20450662,6.85662195e-07,14010.4167
2.10234375,13.20941536,8.38911269e-07,14015.6250
2.10312500,13.21432410,9.81966931e-07,14020.8333
2.10390625,13.21923284,1.09528499e-06,14026.0417
2.10468750,13.22414158,1.16370593e-06,14031.2500
2.10546875,13.22905031,1.17849714e-06,14036.4583
2.10625000,13.23395905,1.13811238e-06,14041.6667
2.10703125,13.23886779,1.04771181e-06,14046.8750
2.10781250,13.24377653,9.17724788e-07,14052.0833
2.10859375,13.24868527,7.61874774e-07,14057.2917
2.10937500,13.25359401,5.95107840e-07,14062.5000
2.11015625,13.25850275,4.31787093e-07,14067.7083
2.11093750,13.26341148,2.84367856e-07,14072.9167
2.11171875,13.26832022,1.62598169e-07,14078.1250
2.11250000,13.27322896,7.31447010e-08,14083.3333
2.11328125,13.27813770,1.94672397e-08,14088.5417
2.11406250,13.28304644,1.78008375e-09,14093.7500
2.11484375,13.28795518,1.70435725e-08,14098.9583
2.11562500,13.29286392,5.90900707e-08,14104.1667
2.11640625,13.29777265,1.19144112e-07,14109.3750
2.11718750,13.30268139,1.87070234e-07,14114.5833
2.11796875,13.30759013,2.53607766e-07,14119.7917
2.11875000,13.31249887,3.13599918e-07,14125.0000
2.11953125,13.31740761,3.69825070e-07,14130.2083
2.12031250,13.32231635,4.36588359e-07,14135.4167
2.12109375,13.32722509,5.41880755e-07,14140.6250
2.12187500,13.33213382,7.26823621e-07,14145.8333
2.12265625,13.33704256,1.04141222e-06,14151.0417
2.12343750,13.34195130,1.53628088e-06,14156.2500
2.12421875,13.34686004,2.25123693e-06,14161.4583
2.12500000,13.35176878,3.20242454e-06,14166.6667
2.12578125,13.35667752,4.37087494e-06,14171.8750
2.12656250,13.36158625,5.69556369e-06,14177.0833
2.12734375,13.36649499,7.07370938e-06,14182.2917
2.12812500,13.37140373,8.36986675e-06,14187.5000
2.12890625,13.37631247,9.43356447e-06,14192.7083
2.12968750,13.38122121,1.01231883e-05,14197.9167
2.13046875,13.38612995,1.03320092e-05,14203.1250
2.13125000,13.39103869,1.00111973e-05,14208.3333
2.13203125,13.39594742,9.18469351e-06,14213.5417
2.13281250,13.40085616,7.95204670e-06,14218.7500
2.13359375,13.40576490,6.47755336e-06,14223.9583
2.13437500,13.41067364,4.96681803e-06,14229.1667
2.13515625,13.41558238,3.63454771e-06,14234.3750
2.13593750,13.42049112,2.66938063e-06,14239.5833
2.13671875,13.42539986,2.20234568e-06,14244.7917
2.13750000,13.43030859,2.28495053e-06,14250.0000
2.13828125,13.43521733,2.88102801e-06,14255.2083
2.13906250,13.44012607,3.87375193e-06,14260.4167
2.13984375,13.44503481,5.08627467e-06,14265.6250
2.14062500,13.44994355,6.31188705e-06,14270.8333
2.14140625,13.45485229,7.34798314e-06,14276.0417
2.14218750,13.45976103,8.02771984e-06,14281.2500
2.14296875,13.46466976,8.24409075e-06,14286.4583
2.14375000,13.46957850,7.96291603e-06,14291.6667
2.14453125,13.47448724,7.22353018e-06,14296.8750
2.14531250,13.47939598,6.12821352e-06,14302.0833
2.14609375,13.48430472,4.82320969e-06,14307.2917
2.14687500,13.48921346,3.47521106e-06,14312.5000
2.14765625,13.49412219,2.24738725e-06,14317.7083
2.14843750,13.49903093,1.27848529e-06,14322.9167
2.14921875,13.50393967,6.67484731e-07,14328.1250
2.15000000,13.50884841,4.65044103e-07,14333.3333
2.15078125,13.51375715,6.71803366e-07,14338.5417
2.15156250,13.51866589,1.24270224e-06,14343.7500
2.15234375,13.52357463,2.09592407e-06,14348.9583
2.15312500,13.52848336,3.12486415e-06,14354.1667
2.15390625,13.53339210,4.21156635e-06,14359.3750
2.15468750,13.53830084,5.24026134e-06,14364.5833
2.15546875,13.54320958,6.10987160e-06,14369.7917
2.15625000,13.54811832,6.74455856e-06,14375.0000
2.15703125,13.55302706,7.10155381e-06,14380.2083
2.15781250,13.55793580,7.17565663e-06,14385.4167
2.15859375,13.56284453,6.99993324e-06,14390.6250
2.15937500,13.56775327,6.64236123e-06,14395.8333
2.16015625,13.57266201,6.19845572e-06,14401.0417
2.16093750,13.57757075,5.78029688e-06,14406.2500
2.16171875,13.58247949,5.50282718e-06,14411.4583
2.16250000,13.58738823,5.46874699e-06,14416.6667
2.16328125,13.59229697,5.75373016e-06,14421.8750
2.16406250,13.59720570,6.39391536e-06,14427.0833
2.16484375,13.60211444,7.37761614e-06,14432.2917
2.16562500,13.60702318,8.64286997e-06,14437.5000
2.16640625,13.61193192,1.00817997e-05,14442.7083
2.16718750,13.61684066,1.15518387e-05,14447.9167
2.16796875,13.62174940,1.28927956e-05,14453.1250
2.16875000,13.62665813,1.39476833e-05,14458.3333
2.16953125,13.63156687,1.45844196e-05,14463.5417
2.17031250,13.63647561,1.47151115e-05,14468.7500
2.17109375,13.64138435,1.43097918e-05,14473.9583
2.17187500,13.64629309,1.34022073e-05,14479.1667
2.17265625,13.65120183,1.20864647e-05,14484.3750
2.17343750,13.65611057,1.05048206e-05,14489.5833
2.17421875,13.66101930,8.82838064e-06,14494.7917
2.17500000,13.66592804,7.23366399e-06,14500.0000
2.17578125,13.67083678,5.87867015e-06,14505.2083
2.17656250,13.67574552,4.88212364e-06,14510.4167
2.17734375,13.68065426,4.30897976e-06,14515.6250
2.17812500,13.68556300,4.16417738e-06,14520.8333
2.17890625,13.69047174,4.39524318e-06,14526.0417
2.17968750,13.69538047,4.90294302e-06,14531.2500
2.18046875,13.70028921,5.55798185e-06,14536.4583
2.18125000,13.70519795,6.22095394e-06,14541.6667
2.18203125,13.71010669,6.76243581e-06,14546.8750
2.18281250,13.71501543,7.08029867e-06,14552.0833
2.18359375,13.71992417,7.11192406e-06,14557.2917
2.18437500,13.72483291,6.83990882e-06,14562.5000
2.18515625,13.72974164,6.29089012e-06,14567.7083
2.18593750,13.73465038,5.52815020e-06,14572.9167
2.18671875,13.73955912,4.63952973e-06,14578.1250
2.18750000,13.74446786,3.72277396e-06,14583.3333
2.18828125,13.74937660,2.87068318e-06,14588.5417
2.18906250,13.75428534,2.15831366e-06,14593.7500
2.18984375,13.75919408,1.63400922e-06,14598.9583
2.19062500,13.76410281,1.31532099e-06,14604.1667
2.19140625,13.76901155,1.19002176e-06,14609.3750
2.19218750,13.77392029,1.22159049e-06,14614.5833
2.19296875,13.77882903,1.35787492e-06,14619.7917
2.19375000,13.78373777,1.54124253e-06,14625.0000
2.19453125,13.78864651,1.71845280e-06,14630.2083
2.19531250,13.79355524,1.84870947e-06,14635.4167
2.19609375,13.79846398,1.90880832e-06,14640.6250
2.19687500,13.80337272,1.89487340e-06,14645.8333
2.19765625,13.80828146,1.82075795e-06,14651.0417
2.19843750,13.81319020,1.71368072e-06,14656.2500
2.19921875,13.81809894,1.60801551e-06,14661.4583
2.20000000,13.82300768,1.53833364e-06,14666.6667
2.20078125,13.82791641,1.53282528e-06,14671.8750
2.20156250,13.83282515,1.60812017e-06,14677.0833
2.20234375,13.83773389,1.76631144e-06,14682.2917
2.20312500,13.84264263,1.99467413e-06,14687.5000
2.20390625,13.84755137,2.26817623e-06,14692.7083
2.20468750,13.85246011,2.55443180e-06,14697.9167
2.20546875,13.85736885,2.82029456e-06,14703.1250
2.20625000,13.86227758,3.03891573e-06,14708.3333
2.20703125,13.86718632,3.19588676e-06,14713.5417
2.20781250,13.87209506,3.29314011e-06,14718.7500
2.20859375,13.87700380,3.34962954e-06,14723.9583
2.20937500,13.88191254,3.39842593e-06,14729.1667
2.21015625,13.88682128,3.48063438e-06,14734.3750
2.21093750,13.89173002,3.63729319e-06,14739.5833
2.21171875,13.89663875,3.90095827e-06,14744.7917
2.21250000,13.90154749,4.28884982e-06,14750.0000
2.21328125,13.90645623,4.79916144e-06,14755.2083
2.21406250,13.91136497,5.41144762e-06,14760.4167
2.21484375,13.91627371,6.09106416e-06,14765.6250
2.21562500,13.92118245,6.79666942e-06,14770.8333
2.21640625,13.92609118,7.48904938e-06,14776.0417
2.21718750,13.93099992,8.13919971e-06,14781.2500
2.21796875,13.93590866,8.73377036e-06,14786.4583
2.21875000,13.94081740,9.27660769e-06,14791.6667
2.21953125,13.94572614,9.78605198e-06,14796.8750
2.22031250,13.95063488,1.02886316e-05,14802.0833
2.22109375,13.95554362,1.08106007e-05,14807.2917
2.22187500,13.96045235,1.13692148e-05,14812.5000
2.22265625,13.96536109,1.19656487e-05,14817.7083
2.22343750,13.97026983,1.25810675e-05,14822.9167
2.22421875,13.97517857,1.31766858e-05,14828.1250
2.22500000,13.98008731,1.36978606e-05,14833.3333
2.22578125,13.98499605,1.40815292e-05,14838.5417
2.22656250,13.98990479,1.42657486e-05,14843.7500
2.22734375,13.99481352,1.41997796e-05,14848.9583
2.22812500,13.99972226,1.38531022e-05,14854.1667
2.22890625,14.00463100,1.32219080e-05,14859.3750
2.22968750,14.00953974,1.23319611e-05,14864.5833
2.23046875,14.01444848,1.12371942e-05,14869.7917
2.23125000,14.01935722,1.00139876e-05,14875.0000
2.23203125,14.02426596,8.75171703e-06,14880.2083
2.23281250,14.02917469,7.54078311e-06,14885.4167
2.23359375,14.03408343,6.45987317e-06,14890.6250
2.23437500,14.03899217,5.56452452e-06,14895.8333
2.23515625,14.04390091,4.87905776e-06,14901.0417
2.23593750,14.04880965,4.39355189e-06,14906.2500
2.23671875,14.05371839,4.06674870e-06,14911.4583
2.23750000,14.05862712,3.83470549e-06,14916.6667
2.23828125,14.06353586,3.62386200e-06,14921.8750
2.23906250,14.06844460,3.36620057e-06,14927.0833
2.23984375,14.07335334,3.01360544e-06,14932.2917
2.24062500,14.07826208,2.54853951e-06,14937.5000
2.24140625,14.08317082,1.98879539e-06,14942.7083
2.24218750,14.08807956,1.38523196e-06,14947.9167
2.24296875,14.09298829,8.12833208e-07,14953.1250
2.24375000,14.09789703,3.56802518e-07,14958.3333
2.24453125,14.10280577,9.64189793e-08,14963.5417
2.24531250,14.10771451,8.98046018e-08,14968.7500
2.24609375,14.11262325,3.62499758e-07,14973.9583
2.24687500,14.11753199,9.01898012e-07,14979.1667
2.24765625,14.12244073,1.65836664e-06,14984.3750
2.24843750,14.12734946,2.55256628e-06,14989.5833
2.24921875,14.13225820,3.48737132e-06,14994.7917
2.25000000,14.13716694,4.36209642e-06,15000.0000
2.25078125,14.14207568,5.08655295e-06,15005.2083
2.25156250,14.14698442,5.59275984e-06,15010.4167
2.25234375,14.15189316,5.84278529e-06,15015.6250
2.25312500,14.15680190,5.83201064e-06,15020.8333
2.25390625,14.16171063,5.58789746e-06,15026.0417
2.25468750,14.16661937,5.16496147e-06,15031.2500
2.25546875,14.17152811,4.63703729e-06,15036.4583
2.25625000,14.17643685,4.08805335e-06,15041.6667
2.25703125,14.18134559,3.60247572e-06,15046.8750
2.25781250,14.18625433,3.25639758e-06,15052.0833
2.25859375,14.19116306,3.11002092e-06,15057.2917
2.25937500,14.19607180,3.20205177e-06,15062.5000
2.26015625,14.20098054,3.54633384e-06,15067.7083
2.26093750,14.20588928,4.13087853e-06,15072.9167
2.26171875,14.21079802,4.91929616e-06,15078.1250
2.26250000,14.21570676,5.85447618e-06,15083.3333
2.26328125,14.22061550,6.86419419e-06,15088.5417
2.26406250,14.22552423,7.86814448e-06,15093.7500
2.26484375,14.23043297,8.78572891e-06,15098.9583
2.26562500,14.23534171,9.54380802e-06,15104.1667
2.26640625,14.24025045,1.00835722e-05,15109.3750
2.26718750,14.24515919,1.03657497e-05,15114.5833
2.26796875,14.25006793,1.03735459e-05,15119.7917
2.26875000,14.25497667,1.01129927e-05,15125.0000
2.26953125,14.25988540,9.61074373e-06,15130.2083
2.27031250,14.26479414,8.90971971e-06,15135.4167
2.27109375,14.26970288,8.06331863e-06,15140.6250
2.27187500,14.27461162,7.12909859e-06,15145.8333
2.27265625,14.27952036,6.16286833e-06,15151.0417
2.27343750,14.28442910,5.21397762e-06,15156.2500
2.27421875,14.28933784,4.32231369e-06,15161.4583
2.27500000,14.29424657,3.51714385e-06,15166.6667
2.27578125,14.29915531,2.81757901e-06,15171.8750
2.27656250,14.30406405,2.23414855e-06,15177.0833
2.27734375,14.30897279,1.77083407e-06,15182.2917
