freq,omega,power,mass_GeV
32.11328125,201.77369692,1.24235135e-19,214088.5417
32.11406250,201.77860565,1.61455350e-19,214093.7500
32.11484375,201.78351439,1.63658707e-19,214098.9583
32.11562500,201.78842313,1.29556707e-19,214104.1667
32.11640625,201.79333187,7.91236497e-20,214109.3750
32.11718750,201.79824061,4.18892807e-20,214114.5833
32.11796875,201.80314935,3.96445139e-20,214119.7917
32.11875000,201.80805808,7.36820195e-20,214125.0000
32.11953125,201.81296682,1.24046054e-19,214130.2083
32.12031250,201.81787556,1.61226559e-19,214135.4167
32.12109375,201.82278430,1.63444170e-19,214140.6250
32.12187500,201.82769304,1.29401870e-19,214145.8333
32.12265625,201.83260178,7.90369672e-20,214151.0417
32.12343750,201.83751052,4.18401594e-20,214156.2500
32.12421875,201.84241925,3.95798451e-20,214161.4583
32.12500000,201.84732799,7.35580948e-20,214166.6667
32.12578125,201.85223673,1.23854464e-19,214171.8750
32.12656250,201.85714547,1.60999668e-19,214177.0833
32.12734375,201.86205421,1.63234971e-19,214182.2917
32.12812500,201.86696295,1.29253419e-19,214187.5000
32.12890625,201.87187169,7.89569734e-20,214192.7083
32.12968750,201.87678042,4.17948623e-20,214197.9167
32.13046875,201.88168916,3.95144597e-20,214203.1250
32.13125000,201.88659790,7.34282429e-20,214208.3333
32.13203125,201.89150664,1.23652360e-19,214213.5417
32.13281250,201.89641538,1.60758375e-19,214218.7500
32.13359375,201.90132412,1.63010634e-19,214223.9583
32.13437500,201.90623286,1.29091678e-19,214229.1667
32.13515625,201.91114159,7.88679426e-20,214234.3750
32.13593750,201.91605033,4.17475377e-20,214239.5833
32.13671875,201.92095907,3.94548790e-20,214244.7917
32.13750000,201.92586781,7.33118134e-20,214250.0000
32.13828125,201.93077655,1.23469286e-19,214255.2083
32.13906250,201.93568529,1.60539020e-19,214260.4167
32.13984375,201.94059403,1.62807350e-19,214265.6250
32.14062500,201.94550276,1.28947422e-19,214270.8333
32.14140625,201.95041150,7.87900617e-20,214276.0417
32.14218750,201.95532024,4.17030585e-20,214281.2500
32.14296875,201.96022898,3.93899970e-20,214286.4583
32.14375000,201.96513772,7.31826791e-20,214291.6667
32.14453125,201.97004646,1.23268373e-19,214296.8750
32.14531250,201.97495519,1.60299886e-19,214302.0833
32.14609375,201.97986393,1.62585048e-19,214307.2917
32.14687500,201.98477267,1.28787615e-19,214312.5000
32.14765625,201.98968141,7.87022086e-20,214317.7083
32.14843750,201.99459015,4.16561078e-20,214322.9167
32.14921875,201.99949889,3.93300531e-20,214328.1250
32.15000000,202.00440763,7.30652208e-20,214333.3333
32.15078125,202.00931636,1.23083993e-19,214338.5417
32.15156250,202.01422510,1.60079111e-19,214343.7500
32.15234375,202.01913384,1.62380099e-19,214348.9583
32.15312500,202.02404258,1.28641387e-19,214354.1667
32.15390625,202.02895132,7.86224226e-20,214359.3750
32.15468750,202.03386006,4.16106716e-20,214364.5833
32.15546875,202.03876880,3.92657436e-20,214369.7917
32.15625000,202.04367753,7.29388233e-20,214375.0000
32.15703125,202.04858627,1.22887709e-19,214380.2083
32.15781250,202.05349501,1.59845777e-19,214385.4167
32.15859375,202.05840375,1.62164223e-19,214390.6250
32.15937500,202.06331249,1.28486844e-19,214395.8333
32.16015625,202.06822123,7.85376116e-20,214401.0417
32.16093750,202.07312997,4.15626843e-20,214406.2500
32.16171875,202.07803870,3.92000398e-20,214411.4583
32.16250000,202.08294744,7.28106980e-20,214416.6667
32.16328125,202.08785618,1.22688773e-19,214421.8750
32.16406250,202.09276492,1.59608555e-19,214427.0833
32.16484375,202.09767366,1.61943373e-19,214432.2917
32.16562500,202.10258240,1.28327966e-19,214437.5000
32.16640625,202.10749113,7.84507406e-20,214442.7083
32.16718750,202.11239987,4.15171789e-20,214447.9167
32.16796875,202.11730861,3.91427348e-20,214453.1250
32.16875000,202.12221735,7.26972944e-20,214458.3333
32.16953125,202.12712609,1.22509577e-19,214463.5417
32.17031250,202.13203483,1.59394077e-19,214468.7500
32.17109375,202.13694357,1.61745508e-19,214473.9583
32.17187500,202.14185230,1.28188992e-19,214479.1667
32.17265625,202.14676104,7.83782375e-20,214484.3750
32.17343750,202.15166978,4.14783292e-20,214489.5833
32.17421875,202.15657852,3.90837851e-20,214494.7917
32.17500000,202.16148726,7.25744492e-20,214500.0000
32.17578125,202.16639600,1.22314589e-19,214505.2083
32.17656250,202.17130474,1.59159149e-19,214510.4167
32.17734375,202.17621347,1.61525332e-19,214515.6250
32.17812500,202.18112221,1.28028311e-19,214520.8333
32.17890625,202.18603095,7.82864025e-20,214526.0417
32.17968750,202.19093969,4.14244448e-20,214531.2500
32.18046875,202.19584843,3.90150421e-20,214536.4583
32.18125000,202.20075717,7.24472031e-20,214541.6667
32.18203125,202.20566591,1.22120446e-19,214546.8750
32.18281250,202.21057464,1.58929945e-19,214552.0833
32.18359375,202.21548338,1.61313981e-19,214557.2917
32.18437500,202.22039212,1.27878252e-19,214562.5000
32.18515625,202.22530086,7.82060128e-20,214567.7083
32.18593750,202.23020960,4.13815986e-20,214572.9167
32.18671875,202.23511834,3.89558319e-20,214578.1250
32.18750000,202.24002707,7.23273389e-20,214583.3333
32.18828125,202.24493581,1.21930786e-19,214588.5417
32.18906250,202.24984455,1.58701745e-19,214593.7500
32.18984375,202.25475329,1.61100558e-19,214598.9583
32.19062500,202.25966203,1.27723706e-19,214604.1667
32.19140625,202.26457077,7.81193339e-20,214609.3750
32.19218750,202.26947951,4.13320906e-20,214614.5833
32.19296875,202.27438824,3.88911686e-20,214619.7917
32.19375000,202.27929698,7.22049314e-20,214625.0000
32.19453125,202.28420572,1.21742543e-19,214630.2083
32.19531250,202.28911446,1.58479460e-19,214635.4167
32.19609375,202.29402320,1.60897066e-19,214640.6250
32.19687500,202.29893194,1.27581894e-19,214645.8333
32.19765625,202.30384068,7.80464341e-20,214651.0417
32.19843750,202.30874941,4.12952839e-20,214656.2500
32.19921875,202.31365815,3.88358486e-20,214661.4583
32.20000000,202.31856689,7.20866200e-20,214666.6667
32.20078125,202.32347563,1.21552476e-19,214671.8750
32.20156250,202.32838437,1.58249809e-19,214677.0833
32.20234375,202.33329311,1.60681807e-19,214682.2917
32.20312500,202.33820185,1.27425742e-19,214687.5000
32.20390625,202.34311058,7.79590572e-20,214692.7083
32.20468750,202.34801932,4.12455678e-20,214697.9167
32.20546875,202.35292806,3.87708532e-20,214703.1250
32.20625000,202.35783680,7.19623650e-20,214708.3333
32.20703125,202.36274554,1.21360177e-19,214713.5417
32.20781250,202.36765428,1.58020133e-19,214718.7500
32.20859375,202.37256301,1.60468374e-19,214723.9583
32.20937500,202.37747175,1.27272042e-19,214729.1667
32.21015625,202.38238049,7.78748500e-20,214734.3750
32.21093750,202.38728923,4.12000952e-20,214739.5833
32.21171875,202.39219797,3.87114018e-20,214744.7917
32.21250000,202.39710671,7.18454319e-20,214750.0000
32.21328125,202.40201545,1.21176378e-19,214755.2083
32.21406250,202.40692418,1.57800450e-19,214760.4167
32.21484375,202.41183292,1.60264071e-19,214765.6250
32.21562500,202.41674166,1.27126191e-19,214770.8333
32.21640625,202.42165040,7.77947325e-20,214776.0417
32.21718750,202.42655914,4.11540931e-20,214781.2500
32.21796875,202.43146788,3.86472027e-20,214786.4583
32.21875000,202.43637662,7.17199351e-20,214791.6667
32.21953125,202.44128535,1.20981812e-19,214796.8750
32.22031250,202.44619409,1.57568626e-19,214802.0833
32.22109375,202.45110283,1.60048676e-19,214807.2917
32.22187500,202.45601157,1.26971008e-19,214812.5000
32.22265625,202.46092031,7.77084267e-20,214817.7083
32.22343750,202.46582905,4.11056655e-20,214822.9167
32.22421875,202.47073779,3.85833021e-20,214828.1250
32.22500000,202.47564652,7.15975256e-20,214833.3333
32.22578125,202.48055526,1.20792819e-19,214838.5417
32.22656250,202.48546400,1.57345003e-19,214843.7500
32.22734375,202.49037274,1.59843628e-19,214848.9583
32.22812500,202.49528148,1.26827779e-19,214854.1667
32.22890625,202.50019022,7.76351434e-20,214859.3750
32.22968750,202.50509895,4.10695105e-20,214864.5833
32.23046875,202.51000769,3.85299249e-20,214869.7917
32.23125000,202.51491643,7.14816386e-20,214875.0000
32.23203125,202.51982517,1.20604906e-19,214880.2083
32.23281250,202.52473391,1.57115466e-19,214885.4167
32.23359375,202.52964265,1.59625977e-19,214890.6250
32.23437500,202.53455139,1.26666821e-19,214895.8333
32.23515625,202.53946012,7.75423507e-20,214901.0417
32.23593750,202.54436886,4.10155887e-20,214906.2500
32.23671875,202.54927760,3.84644364e-20,214911.4583
32.23750000,202.55418634,7.13621123e-20,214916.6667
32.23828125,202.55909508,1.20422634e-19,214921.8750
32.23906250,202.56400382,1.56900977e-19,214927.0833
32.23984375,202.56891256,1.59429991e-19,214932.2917
32.24062500,202.57382129,1.26530656e-19,214937.5000
32.24140625,202.57873003,7.74714670e-20,214942.7083
32.24218750,202.58363877,4.09772341e-20,214947.9167
32.24296875,202.58854751,3.84042065e-20,214953.1250
32.24375000,202.59345625,7.12366552e-20,214958.3333
32.24453125,202.59836499,1.20223825e-19,214963.5417
32.24531250,202.60327373,1.56661552e-19,214968.7500
32.24609375,202.60818246,1.59205377e-19,214973.9583
32.24687500,202.61309120,1.26366810e-19,214979.1667
32.24765625,202.61799994,7.73790435e-20,214984.3750
32.24843750,202.62290868,4.09263014e-20,214989.5833
32.24921875,202.62781742,3.83425808e-20,214994.7917
32.25000000,202.63272616,7.11200293e-20,215000.0000
32.25078125,202.63763490,1.20041760e-19,215005.2083
32.25156250,202.64254363,1.56443365e-19,215010.4167
32.25234375,202.64745237,1.59001608e-19,215015.6250
32.25312500,202.65236111,1.26220140e-19,215020.8333
32.25390625,202.65726985,7.72986077e-20,215026.0417
32.25468750,202.66217859,4.08823953e-20,215031.2500
32.25546875,202.66708733,3.82842476e-20,215036.4583
32.25625000,202.67199606,7.10055828e-20,215041.6667
32.25703125,202.67690480,1.19863428e-19,215046.8750
32.25781250,202.68181354,1.56231853e-19,215052.0833
32.25859375,202.68672228,1.58807534e-19,215057.2917
32.25937500,202.69163102,1.26084120e-19,215062.5000
32.26015625,202.69653976,7.72263604e-20,215067.7083
32.26093750,202.70144850,4.08403744e-20,215072.9167
32.26171875,202.70635723,3.82188751e-20,215078.1250
32.26250000,202.71126597,7.08740021e-20,215083.3333
32.26328125,202.71617471,1.19659190e-19,215088.5417
32.26406250,202.72108345,1.55988865e-19,215093.7500
32.26484375,202.72599219,1.58582335e-19,215098.9583
32.26562500,202.73090093,1.25922883e-19,215104.1667
32.26640625,202.73580967,7.71396885e-20,215109.3750
32.26718750,202.74071840,4.07974163e-20,215114.5833
32.26796875,202.74562714,3.81652966e-20,215119.7917
32.26875000,202.75053588,7.07636782e-20,215125.0000
32.26953125,202.75544462,1.19480302e-19,215130.2083
32.27031250,202.76035336,1.55769803e-19,215135.4167
32.27109375,202.76526210,1.58374400e-19,215140.6250
32.27187500,202.77017084,1.25769600e-19,215145.8333
32.27265625,202.77507957,7.70513827e-20,215151.0417
32.27343750,202.77998831,4.07458726e-20,215156.2500
32.27421875,202.78489705,3.81005295e-20,215161.4583
32.27500000,202.78980579,7.06437369e-20,215166.6667
32.27578125,202.79471453,1.19296311e-19,215171.8750
32.27656250,202.79962327,1.55551786e-19,215177.0833
32.27734375,202.80453200,1.58172606e-19,215182.2917
32.27812500,202.80944074,1.25625495e-19,215187.5000
32.27890625,202.81434948,7.69728829e-20,215192.7083
32.27968750,202.81925822,4.07020796e-20,215197.9167
32.28046875,202.82416696,3.80403949e-20,215203.1250
32.28125000,202.82907570,7.05259177e-20,215208.3333
32.28203125,202.83398444,1.19113915e-19,215213.5417
32.28281250,202.83889317,1.55336459e-19,215218.7500
32.28359375,202.84380191,1.57976177e-19,215223.9583
32.28437500,202.84871065,1.25489467e-19,215229.1667
32.28515625,202.85361939,7.69033639e-20,215234.3750
32.28593750,202.85852813,4.06654169e-20,215239.5833
32.28671875,202.86343687,3.79819343e-20,215244.7917
32.28750000,202.86834561,7.04012549e-20,215250.0000
32.28828125,202.87325434,1.18914694e-19,215255.2083
32.28906250,202.87816308,1.55095084e-19,215260.4167
32.28984375,202.88307182,1.57747962e-19,215265.6250
32.29062500,202.88798056,1.25320870e-19,215270.8333
32.29140625,202.89288930,7.68061490e-20,215276.0417
32.29218750,202.89779804,4.06114847e-20,215281.2500
32.29296875,202.90270678,3.79199135e-20,215286.4583
32.29375000,202.90761551,7.02877597e-20,215291.6667
32.29453125,202.91252425,1.18739030e-19,215296.8750
32.29531250,202.91743299,1.54885446e-19,215302.0833
32.29609375,202.92234173,1.57553857e-19,215307.2917
32.29687500,202.92725047,1.25183407e-19,215312.5000
32.29765625,202.93215921,7.67327013e-20,215317.7083
32.29843750,202.93706794,4.05709898e-20,215322.9167
32.29921875,202.94197668,3.78604678e-20,215328.1250
32.30000000,202.94688542,7.01671757e-20,215333.3333
32.30078125,202.95179416,1.18549571e-19,215338.5417
32.30156250,202.95670290,1.54658526e-19,215343.7500
32.30234375,202.96161164,1.57342788e-19,215348.9583
32.30312500,202.96652038,1.25031625e-19,215354.1667
32.30390625,202.97142911,7.66495799e-20,215359.3750
32.30468750,202.97633785,4.05260839e-20,215364.5833
32.30546875,202.98124659,3.78021280e-20,215369.7917
32.30625000,202.98615533,7.00519367e-20,215375.0000
32.30703125,202.99106407,1.18368113e-19,215380.2083
32.30781250,202.99597281,1.54441273e-19,215385.4167
32.30859375,203.00088155,1.57140631e-19,215390.6250
32.30937500,203.00579028,1.24886614e-19,215395.8333
32.31015625,203.01069902,7.65707493e-20,215401.0417
32.31093750,203.01560776,4.04825073e-20,215406.2500
32.31171875,203.02051650,3.77422869e-20,215411.4583
32.31250000,203.02542524,6.99335121e-20,215416.6667
32.31328125,203.03033398,1.18182572e-19,215421.8750
32.31406250,203.03524272,1.54219449e-19,215427.0833
32.31484375,203.04015145,1.56934326e-19,215432.2917
32.31562500,203.04506019,1.24739128e-19,215437.5000
32.31640625,203.04996893,7.64901610e-20,215442.7083
32.31718750,203.05487767,4.04388493e-20,215447.9167
32.31796875,203.05978641,3.76834880e-20,215453.1250
32.31875000,203.06469515,6.98166752e-20,215458.3333
32.31953125,203.06960388,1.17999268e-19,215463.5417
32.32031250,203.07451262,1.53999528e-19,215468.7500
32.32109375,203.07942136,1.56729460e-19,215473.9583
32.32187500,203.08433010,1.24591536e-19,215479.1667
32.32265625,203.08923884,7.64081285e-20,215484.3750
32.32343750,203.09414758,4.03911276e-20,215489.5833
32.32421875,203.09905632,3.76181776e-20,215494.7917
32.32500000,203.10396505,6.96911985e-20,215500.0000
32.32578125,203.10887379,1.17805618e-19,215505.2083
32.32656250,203.11378253,1.53769660e-19,215510.4167
32.32734375,203.11869127,1.56516400e-19,215515.6250
32.32812500,203.12360001,1.24440009e-19,215520.8333
32.32890625,203.12850875,7.63276520e-20,215526.0417
32.32968750,203.13341749,4.03514285e-20,215531.2500
32.33046875,203.13832622,3.75664358e-20,215536.4583
32.33125000,203.14323496,6.95827850e-20,215541.6667
32.33203125,203.14814370,1.17629631e-19,215546.8750
32.33281250,203.15305244,1.53554149e-19,215552.0833
32.33359375,203.15796118,1.56312438e-19,215557.2917
32.33437500,203.16286992,1.24290165e-19,215562.5000
32.33515625,203.16777866,7.62421317e-20,215567.7083
32.33593750,203.17268739,4.03017300e-20,215572.9167
32.33671875,203.17759613,3.75031811e-20,215578.1250
32.33750000,203.18250487,6.94647077e-20,215583.3333
32.33828125,203.18741361,1.17448874e-19,215588.5417
32.33906250,203.19232235,1.53340586e-19,215593.7500
32.33984375,203.19723109,1.56116341e-19,215598.9583
32.34062500,203.20213983,1.24152062e-19,215604.1667
32.34140625,203.20704856,7.61685434e-20,215609.3750
32.34218750,203.21195730,4.02608991e-20,215614.5833
32.34296875,203.21686604,3.74421963e-20,215619.7917
32.34375000,203.22177478,6.93409166e-20,215625.0000
32.34453125,203.22668352,1.17253811e-19,215630.2083
32.34531250,203.23159226,1.53105607e-19,215635.4167
32.34609375,203.23650099,1.55895673e-19,215640.6250
32.34687500,203.24140973,1.23990755e-19,215645.8333
32.34765625,203.24631847,7.60784950e-20,215651.0417
32.34843750,203.25122721,4.02142963e-20,215656.2500
32.34921875,203.25613595,3.73889803e-20,215661.4583
32.35000000,203.26104469,6.92386864e-20,215666.6667
32.35078125,203.26595343,1.17092301e-19,215671.8750
32.35156250,203.27086216,1.52912665e-19,215677.0833
32.35234375,203.27577090,1.55718137e-19,215682.2917
32.35312500,203.28067964,1.23867575e-19,215687.5000
32.35390625,203.28558838,7.60147295e-20,215692.7083
32.35468750,203.29049712,4.01769789e-20,215697.9167
32.35546875,203.29540586,3.73255615e-20,215703.1250
32.35625000,203.30031460,6.91072282e-20,215708.3333
32.35703125,203.30522333,1.16886105e-19,215713.5417
32.35781250,203.31013207,1.52665228e-19,215718.7500
32.35859375,203.31504081,1.55484844e-19,215723.9583
32.35937500,203.31994955,1.23694839e-19,215729.1667
32.36015625,203.32485829,7.59145008e-20,215734.3750
32.36093750,203.32976703,4.01215307e-20,215739.5833
32.36171875,203.33467577,3.72645448e-20,215744.7917
32.36250000,203.33958450,6.89973010e-20,215750.0000
32.36328125,203.34449324,1.16716902e-19,215755.2083
32.36406250,203.34940198,1.52464126e-19,215760.4167
32.36484375,203.35431072,1.55300188e-19,215765.6250
32.36562500,203.35921946,1.23566604e-19,215770.8333
32.36640625,203.36412820,7.58493881e-20,215776.0417
32.36718750,203.36903693,4.00878140e-20,215781.2500
32.36796875,203.37394567,3.72106178e-20,215786.4583
32.36875000,203.37885441,6.88810022e-20,215791.6667
32.36953125,203.38376315,1.16530348e-19,215796.8750
32.37031250,203.38867189,1.52238689e-19,215802.0833
32.37109375,203.39358063,1.55088645e-19,215807.2917
32.37187500,203.39848937,1.23412964e-19,215812.5000
32.37265625,203.40339810,7.57632427e-20,215817.7083
32.37343750,203.40830684,4.00402643e-20,215822.9167
32.37421875,203.41321558,3.71504802e-20,215828.1250
32.37500000,203.41812432,6.87656302e-20,215833.3333
32.37578125,203.42303306,1.16350097e-19,215838.5417
32.37656250,203.42794180,1.52022796e-19,215843.7500
32.37734375,203.43285054,1.54887824e-19,215848.9583
32.37812500,203.43775927,1.23268885e-19,215854.1667
32.37890625,203.44266801,7.56848991e-20,215859.3750
32.37968750,203.44757675,3.99976887e-20,215864.5833
32.38046875,203.45248549,3.70925745e-20,215869.7917
32.38125000,203.45739423,6.86500950e-20,215875.0000
32.38203125,203.46230297,1.16167908e-19,215880.2083
32.38281250,203.46721171,1.51803525e-19,215885.4167
32.38359375,203.47212044,1.54682201e-19,215890.6250
32.38437500,203.47702918,1.23119368e-19,215895.8333
32.38515625,203.48193792,7.56001363e-20,215901.0417
32.38593750,203.48684666,3.99485514e-20,215906.2500
32.38671875,203.49175540,3.70284650e-20,215911.4583
32.38750000,203.49666414,6.85292666e-20,215916.6667
32.38828125,203.50157287,1.15982361e-19,215921.8750
32.38906250,203.50648161,1.51583676e-19,215927.0833
32.38984375,203.51139035,1.54479294e-19,215932.2917
32.39062500,203.51629909,1.22975986e-19,215937.5000
32.39140625,203.52120783,7.55253519e-20,215942.7083
32.39218750,203.52611657,3.99119209e-20,215947.9167
32.39296875,203.53102531,3.69785000e-20,215953.1250
32.39375000,203.53593404,6.84227927e-20,215958.3333
32.39453125,203.54084278,1.15809396e-19,215963.5417
32.39531250,203.54575152,1.51372633e-19,215968.7500
32.39609375,203.55066026,1.54280700e-19,215973.9583
32.39687500,203.55556900,1.22831420e-19,215979.1667
32.39765625,203.56047774,7.54440888e-20,215984.3750
32.39843750,203.56538648,3.98647960e-20,215989.5833
32.39921875,203.57029521,3.69157093e-20,215994.7917
32.40000000,203.57520395,6.83031100e-20,216000.0000
32.40078125,203.58011269,1.15624517e-19,216005.2083
32.40156250,203.58502143,1.51153239e-19,216010.4167
32.40234375,203.58993017,1.54077097e-19,216015.6250
32.40312500,203.59483891,1.22685855e-19,216020.8333
32.40390625,203.59974765,7.53646302e-20,216026.0417
32.40468750,203.60465638,3.98208913e-20,216031.2500
32.40546875,203.60956512,3.68558222e-20,216036.4583
32.40625000,203.61447386,6.81848188e-20,216041.6667
32.40703125,203.61938260,1.15439393e-19,216046.8750
32.40781250,203.62429134,1.50930820e-19,216052.0833
32.40859375,203.62920008,1.53869879e-19,216057.2917
32.40937500,203.63410881,1.22536772e-19,216062.5000
32.41015625,203.63901755,7.52842234e-20,216067.7083
32.41093750,203.64392629,3.97802698e-20,216072.9167
32.41171875,203.64883503,3.68047782e-20,216078.1250
32.41250000,203.65374377,6.80803411e-20,216083.3333
32.41328125,203.65865251,1.15270972e-19,216088.5417
32.41406250,203.66356125,1.50726522e-19,216093.7500
32.41484375,203.66846998,1.53677761e-19,216098.9583
32.41562500,203.67337872,1.22397490e-19,216104.1667
32.41640625,203.67828746,7.52051027e-20,216109.3750
32.41718750,203.68319620,3.97322176e-20,216114.5833
32.41796875,203.68810494,3.67375298e-20,216119.7917
32.41875000,203.69301368,6.79535461e-20,216125.0000
32.41953125,203.69792242,1.15077697e-19,216130.2083
32.42031250,203.70283115,1.50498403e-19,216135.4167
32.42109375,203.70773989,1.53466980e-19,216140.6250
32.42187500,203.71264863,1.22247270e-19,216145.8333
32.42265625,203.71755737,7.51248501e-20,216151.0417
32.42343750,203.72246611,3.96919696e-20,216156.2500
32.42421875,203.72737485,3.66855486e-20,216161.4583
32.42500000,203.73228359,6.78463514e-20,216166.6667
32.42578125,203.73719232,1.14904916e-19,216171.8750
32.42656250,203.74210106,1.50287844e-19,216177.0833
32.42734375,203.74700980,1.53268753e-19,216182.2917
32.42812500,203.75191854,1.22103273e-19,216187.5000
32.42890625,203.75682728,7.50442271e-20,216192.7083
32.42968750,203.76173602,3.96463457e-20,216197.9167
32.43046875,203.76664475,3.66255145e-20,216203.1250
32.43125000,203.77155349,6.77304861e-20,216208.3333
32.43203125,203.77646223,1.14725087e-19,216213.5417
32.43281250,203.78137097,1.50073379e-19,216218.7500
32.43359375,203.78627971,1.53069364e-19,216223.9583
32.43437500,203.79118845,1.21960826e-19,216229.1667
32.43515625,203.79609719,7.49669724e-20,216234.3750
32.43593750,203.80100592,3.96043024e-20,216239.5833
32.43671875,203.80591466,3.65681691e-20,216244.7917
32.43750000,203.81082340,6.76160901e-20,216250.0000
32.43828125,203.81573214,1.14544865e-19,216255.2083
32.43906250,203.82064088,1.49857368e-19,216260.4167
32.43984375,203.82554962,1.52868653e-19,216265.6250
32.44062500,203.83045836,1.21816764e-19,216270.8333
32.44140625,203.83536709,7.48893529e-20,216276.0417
32.44218750,203.84027583,3.95634174e-20,216281.2500
32.44296875,203.84518457,3.65128939e-20,216286.4583
32.44375000,203.85009331,6.75041086e-20,216291.6667
32.44453125,203.85500205,1.14366525e-19,216296.8750
32.44531250,203.85991079,1.49641277e-19,216302.0833
32.44609375,203.86481953,1.52664804e-19,216307.2917
32.44687500,203.86972826,1.21668102e-19,216312.5000
32.44765625,203.87463700,7.48047883e-20,216317.7083
32.44843750,203.87954574,3.95148714e-20,216322.9167
32.44921875,203.88445448,3.64515036e-20,216328.1250
32.45000000,203.88936322,6.73884317e-20,216333.3333
32.45078125,203.89427196,1.14187773e-19,216338.5417
32.45156250,203.89918070,1.49428646e-19,216343.7500
32.45234375,203.90408943,1.52468219e-19,216348.9583
32.45312500,203.90899817,1.21528330e-19,216354.1667
32.45390625,203.91390691,7.47304302e-20,216359.3750
32.45468750,203.91881565,3.94763497e-20,216364.5833
32.45546875,203.92372439,3.63983900e-20,216369.7917
32.45625000,203.92863313,6.72791115e-20,216375.0000
32.45703125,203.93354186,1.14013578e-19,216380.2083
32.45781250,203.93845060,1.49218717e-19,216385.4167
32.45859375,203.94335934,1.52272330e-19,216390.6250
32.45937500,203.94826808,1.21387932e-19,216395.8333
32.46015625,203.95317682,7.46536045e-20,216401.0417
32.46093750,203.95808556,3.94330247e-20,216406.2500
32.46171875,203.96299430,3.63378301e-20,216411.4583
32.46250000,203.96790303,6.71589828e-20,216416.6667
32.46328125,203.97281177,1.13825273e-19,216421.8750
32.46406250,203.97772051,1.48992120e-19,216427.0833
32.46484375,203.98262925,1.52059424e-19,216432.2917
32.46562500,203.98753799,1.21232037e-19,216437.5000
32.46640625,203.99244673,7.45656224e-20,216442.7083
32.46718750,203.99735547,3.93856010e-20,216447.9167
32.46796875,204.00226420,3.62816832e-20,216453.1250
32.46875000,204.00717294,6.70524210e-20,216458.3333
32.46953125,204.01208168,1.13658034e-19,216463.5417
32.47031250,204.01699042,1.48791538e-19,216468.7500
32.47109375,204.02189916,1.51873205e-19,216473.9583
32.47187500,204.02680790,1.21099508e-19,216479.1667
32.47265625,204.03171664,7.44942851e-20,216484.3750
32.47343750,204.03662537,3.93454862e-20,216489.5833
32.47421875,204.04153411,3.62229223e-20,216494.7917
32.47500000,204.04644285,6.69341529e-20,216500.0000
32.47578125,204.05135159,1.13472954e-19,216505.2083
32.47656250,204.05626033,1.48570555e-19,216510.4167
32.47734375,204.06116907,1.51667888e-19,216515.6250
32.47812500,204.06607780,1.20953300e-19,216520.8333
32.47890625,204.07098654,7.44163786e-20,216526.0417
32.47968750,204.07589528,3.93066733e-20,216531.2500
32.48046875,204.08080402,3.61718981e-20,216536.4583
32.48125000,204.08571276,6.68273691e-20,216541.6667
32.48203125,204.09062150,1.13299374e-19,216546.8750
32.48281250,204.09553024,1.48357359e-19,216552.0833
32.48359375,204.10043897,1.51464488e-19,216557.2917
32.48437500,204.10534771,1.20801800e-19,216562.5000
32.48515625,204.11025645,7.43276964e-20,216567.7083
32.48593750,204.11516519,3.92543220e-20,216572.9167
32.48671875,204.12007393,3.61087183e-20,216578.1250
32.48750000,204.12498267,6.67140548e-20,216583.3333
32.48828125,204.12989141,1.13127601e-19,216588.5417
32.48906250,204.13480014,1.48155308e-19,216593.7500
32.48984375,204.13970888,1.51279776e-19,216598.9583
32.49062500,204.14461762,1.20673043e-19,216604.1667
32.49140625,204.14952636,7.42605642e-20,216609.3750
32.49218750,204.15443510,3.92173990e-20,216614.5833
32.49296875,204.15934384,3.60512004e-20,216619.7917
32.49375000,204.16425258,6.65943323e-20,216625.0000
32.49453125,204.16916131,1.12938619e-19,216630.2083
32.49531250,204.17407005,1.47928603e-19,216635.4167
32.49609375,204.17897879,1.51067658e-19,216640.6250
32.49687500,204.18388753,1.20519564e-19,216645.8333
32.49765625,204.18879627,7.41763492e-20,216651.0417
32.49843750,204.19370501,3.91738449e-20,216656.2500
32.49921875,204.19861374,3.59976540e-20,216661.4583
32.50000000,204.20352248,6.64880409e-20,216666.6667
32.50078125,204.20843122,1.12768590e-19,216671.8750
32.50156250,204.21333996,1.47722019e-19,216677.0833
32.50234375,204.21824870,1.50873552e-19,216682.2917
32.50312500,204.22315744,1.20379422e-19,216687.5000
32.50390625,204.22806618,7.40995902e-20,216692.7083
32.50468750,204.23297491,3.91326444e-20,216697.9167
32.50546875,204.23788365,3.59430175e-20,216703.1250
32.50625000,204.24279239,6.63787261e-20,216708.3333
32.50703125,204.24770113,1.12595128e-19,216713.5417
32.50781250,204.25260987,1.47512899e-19,216718.7500
32.50859375,204.25751861,1.50677611e-19,216723.9583
32.50937500,204.26242735,1.20237732e-19,216729.1667
32.51015625,204.26733608,7.40215106e-20,216734.3750
32.51093750,204.27224482,3.90900364e-20,216739.5833
32.51171875,204.27715356,3.58870663e-20,216744.7917
32.51250000,204.28206230,6.62685979e-20,216750.0000
32.51328125,204.28697104,1.12421650e-19,216755.2083
32.51406250,204.29187978,1.47303987e-19,216760.4167
32.51484375,204.29678852,1.50482022e-19,216765.6250
32.51562500,204.30169725,1.20095335e-19,216770.8333
32.51640625,204.30660599,7.39405546e-20,216776.0417
